ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
927,A,Ship,3,1,210,2,low,F,52,2444
3695,C,Flight,3,1,138,3,medium,F,7,5534
7764,F,Ship,6,4,272,4,medium,F,10,1171
10982,F,Ship,5,2,251,6,low,M,10,1196
8165,C,Ship,2,3,129,5,medium,M,3,5444
7436,F,Ship,6,5,240,3,low,M,4,5219
7363,D,Ship,4,3,203,2,medium,F,7,4185
1437,A,Ship,4,3,142,6,low,M,6,1459
10454,F,Ship,4,3,259,5,medium,M,2,1574
10249,D,Road,3,1,159,2,medium,M,5,4906
8946,F,Ship,4,1,171,2,medium,F,1,5717
5262,F,Ship,6,4,304,4,low,F,2,1749
2964,F,Ship,3,3,200,3,low,M,46,2460
397,D,Road,3,4,205,3,low,F,10,2728
2052,F,Flight,4,5,221,3,low,F,43,3561
9049,D,Flight,4,1,177,3,medium,F,6,5215
9554,F,Ship,3,1,189,4,low,F,4,4785
8888,F,Road,3,4,219,6,low,F,2,1837
219,A,Ship,3,4,148,3,low,M,37,1523
5781,A,Ship,5,4,269,5,low,F,4,1537
5257,D,Ship,6,5,292,4,low,F,10,1969
7699,D,Ship,3,4,252,2,low,M,6,4630
10032,F,Ship,4,1,139,3,medium,F,7,4275
2253,A,Ship,4,1,173,2,medium,M,53,1251
10044,F,Ship,4,2,232,2,low,M,5,4907
1475,C,Ship,3,1,230,2,medium,F,18,2832
10569,A,Ship,4,4,233,3,low,F,5,5421
5174,F,Ship,3,3,211,3,medium,M,7,5185
1371,A,Flight,5,3,199,4,low,F,24,3473
9537,A,Ship,3,2,222,4,medium,M,10,5720
10656,F,Ship,4,4,255,6,low,M,5,1708
5519,C,Ship,5,3,227,5,medium,M,2,1965
2906,F,Ship,4,2,232,3,high,M,46,2835
2728,B,Road,4,4,208,2,high,F,20,2759
6918,F,Ship,2,2,181,2,low,F,6,1324
8865,A,Ship,5,1,254,6,low,M,1,1021
9301,D,Road,4,2,149,6,low,F,6,4904
5608,B,Road,3,1,166,2,medium,F,9,5853
6736,B,Ship,6,4,235,6,low,M,1,5533
9864,F,Flight,5,2,211,3,medium,F,8,4962
277,D,Flight,4,2,136,3,low,F,65,1962
6419,C,Road,4,1,195,3,low,M,2,4418
939,A,Road,5,3,236,3,medium,M,7,3589
5483,C,Flight,5,4,217,2,medium,M,4,4380
8820,F,Ship,5,4,242,5,low,M,1,1571
8113,D,Ship,3,4,240,3,high,F,6,4412
8269,D,Ship,7,3,296,4,medium,F,7,1427
10985,C,Ship,5,1,257,5,medium,M,1,1102
8739,A,Ship,4,3,196,3,medium,F,8,5541
5290,B,Ship,4,4,248,3,low,F,1,5198
8447,C,Ship,3,1,209,2,low,F,2,4855
8015,C,Ship,4,1,263,5,low,M,8,1426
4007,C,Ship,4,4,202,4,medium,M,4,4053
6282,F,Road,6,4,287,4,medium,F,9,1936
6040,B,Flight,6,1,242,5,low,F,5,1555
4092,F,Road,4,2,277,5,medium,F,8,1335
10738,B,Ship,5,3,229,5,low,F,1,1424
5497,D,Flight,5,2,205,3,low,F,2,4270
10892,F,Ship,3,3,149,2,medium,F,2,5311
8592,F,Ship,4,4,144,8,medium,M,6,4390
10058,F,Ship,4,2,210,2,medium,F,1,5437
6793,D,Ship,3,1,207,2,low,M,7,4639
1949,C,Ship,4,4,170,4,low,M,39,1868
10638,F,Ship,5,4,151,3,low,F,10,4611
8430,F,Ship,3,2,199,4,medium,F,1,5660
7902,F,Ship,5,2,182,3,low,F,10,4128
9854,F,Road,4,3,250,6,medium,M,2,4246
9839,C,Road,5,5,203,4,low,M,6,4557
5724,F,Ship,4,5,233,4,low,F,6,1495
9492,F,Ship,3,5,156,2,medium,F,8,5848
2087,C,Ship,4,4,213,2,low,F,27,2938
4386,F,Flight,3,3,157,4,low,M,7,5974
4947,A,Flight,5,2,131,5,low,F,4,4600
2920,B,Ship,4,1,147,3,medium,M,32,1666
695,C,Flight,4,4,214,3,low,M,36,2684
5183,C,Road,4,1,177,2,high,F,7,5599
1888,B,Ship,3,5,203,3,low,F,58,3231
9302,F,Road,3,5,234,2,medium,F,8,5241
8252,F,Ship,5,3,226,2,high,F,6,5033
3147,A,Flight,4,1,172,3,medium,M,7,4883
2971,D,Ship,4,3,184,3,low,F,37,3436
903,A,Ship,3,3,250,3,low,F,33,3463
269,C,Road,3,5,241,3,low,F,21,3078
3794,F,Ship,2,2,230,3,low,F,7,4889
1054,B,Ship,5,2,173,4,low,M,21,1674
1602,F,Ship,4,1,244,3,low,M,59,3073
9520,B,Ship,2,2,101,5,medium,F,6,4196
7514,F,Road,6,1,253,4,low,M,10,1962
9274,B,Ship,3,3,150,3,medium,M,9,5852
4222,B,Road,3,2,239,2,low,F,3,5099
4410,F,Ship,3,4,111,5,medium,F,1,4102
5639,C,Ship,4,1,177,3,medium,F,5,4382
3273,A,Road,5,4,171,4,low,M,7,5359
10402,B,Road,4,2,187,3,high,F,5,4897
519,A,Ship,4,5,138,3,medium,M,23,1785
10069,D,Ship,2,1,140,2,medium,F,8,4965
7610,F,Ship,3,3,203,3,high,M,3,5440
4798,B,Flight,6,5,291,4,low,M,9,1413
10490,F,Ship,3,2,169,2,low,M,6,4033
2525,C,Ship,4,2,191,3,high,M,3,2353
8047,D,Ship,6,2,256,4,low,F,6,1507
1287,A,Ship,2,2,192,2,low,F,8,3127
6507,A,Ship,4,4,264,6,low,F,6,1758
2252,F,Ship,5,1,143,2,low,M,46,1387
6215,C,Ship,6,5,295,4,medium,M,1,1159
4604,F,Ship,3,4,164,6,medium,F,4,5567
2681,C,Ship,5,2,243,2,medium,M,58,2758
10978,B,Ship,5,4,232,5,medium,F,4,1561
6010,B,Road,4,2,265,6,low,M,8,1391
6536,F,Ship,3,2,194,3,low,F,3,5779
8969,C,Ship,3,2,209,2,low,M,9,5203
2789,C,Ship,3,5,193,2,medium,F,12,3730
2684,F,Ship,3,1,160,3,low,M,57,1833
2635,D,Ship,4,1,273,3,medium,F,25,3717
671,C,Road,4,3,244,3,medium,M,1,3982
10631,C,Ship,3,2,208,2,low,F,6,5344
4101,A,Road,2,1,151,3,low,F,5,5982
8836,B,Ship,5,2,225,5,low,M,5,1015
5880,F,Road,3,3,244,3,low,M,6,5109
7296,F,Ship,4,3,252,2,low,M,6,5266
6721,D,Flight,2,1,203,3,medium,M,6,4234
7220,F,Ship,5,1,245,5,low,F,3,1956
5532,F,Ship,6,1,308,4,medium,M,1,1216
6459,A,Ship,3,2,198,2,low,M,9,4250
9980,F,Road,3,2,257,2,medium,M,8,4242
6350,F,Ship,3,3,237,4,low,F,8,5761
5286,F,Ship,6,2,304,4,low,F,9,1392
2217,A,Ship,4,2,166,3,low,M,62,1944
7628,F,Ship,5,5,223,3,low,M,5,4373
1032,F,Ship,6,2,103,4,medium,M,37,1093
2479,D,Flight,4,5,229,3,medium,M,21,2688
3900,F,Ship,4,5,174,2,low,M,10,5764
2329,D,Flight,6,4,190,3,low,M,7,3175
8313,A,Ship,4,1,226,5,medium,M,6,1723
478,B,Ship,3,4,254,2,high,F,41,3973
9808,B,Ship,4,2,242,6,medium,F,10,5655
6500,F,Ship,6,1,287,4,medium,F,1,1581
9713,C,Road,6,1,280,4,low,F,5,1624
840,F,Ship,5,2,151,6,medium,M,12,1920
6842,F,Road,3,4,207,2,low,M,6,5852
7522,B,Road,2,2,247,3,medium,F,9,4284
6690,F,Road,4,4,263,3,medium,M,5,4193
2699,C,Ship,4,3,269,3,low,F,7,2538
2320,B,Road,3,2,238,2,medium,F,32,3274
10920,F,Ship,5,1,221,6,medium,F,7,1841
2545,D,Ship,5,4,243,3,low,F,43,2866
3856,B,Ship,3,3,185,4,low,F,6,4015
4301,C,Ship,5,4,196,3,medium,M,2,5427
8639,C,Flight,5,3,154,4,low,F,3,1066
907,D,Ship,2,5,113,5,low,M,43,1638
10009,D,Flight,4,3,136,3,medium,F,4,5769
9018,F,Road,2,2,270,4,low,M,6,5585
113,C,Road,4,3,175,2,low,M,25,1816
4201,D,Ship,4,2,220,3,low,M,3,5020
9992,F,Road,3,1,256,3,low,F,5,5643
1470,F,Ship,3,3,167,3,medium,F,42,1363
3724,B,Ship,3,2,226,3,medium,M,3,4940
2949,A,Ship,5,2,198,3,low,F,44,3706
3522,F,Ship,2,2,190,2,medium,M,7,4075
5906,F,Flight,4,5,143,2,low,M,1,5836
2575,D,Ship,4,1,189,2,medium,F,63,3474
798,F,Road,2,3,194,4,medium,M,65,3795
7826,F,Flight,2,4,233,4,medium,F,4,5408
10184,F,Ship,5,3,233,5,medium,F,3,1398
5113,D,Ship,4,3,196,2,medium,F,4,4203
4306,B,Ship,6,1,271,10,medium,M,5,5459
10961,C,Flight,4,4,258,3,medium,M,4,4578
7075,D,Ship,4,4,213,3,low,F,1,4266
10599,A,Ship,4,2,177,3,medium,M,5,5757
7082,F,Ship,4,3,260,3,low,F,5,5540
3592,B,Ship,2,3,134,10,high,F,1,5632
5481,A,Flight,3,1,222,3,medium,F,8,4650
1561,D,Ship,3,3,237,3,medium,M,57,3761
7298,F,Ship,5,5,104,4,high,F,9,5652
9513,A,Ship,4,5,102,5,low,F,3,5767
2408,F,Ship,3,2,243,2,medium,M,26,2719
1809,A,Ship,4,1,151,5,high,M,28,1148
4109,C,Flight,3,5,132,3,medium,F,4,4212
4083,A,Ship,6,2,144,7,high,M,1,5501
2337,A,Flight,2,2,242,6,low,F,63,3144
6840,F,Road,4,5,201,10,low,F,7,5340
10934,F,Road,5,1,251,6,low,F,3,1562
8823,A,Ship,4,4,239,5,low,F,6,1239
5895,A,Flight,4,3,142,2,low,F,5,5502
3324,F,Ship,5,1,244,2,low,F,5,4125
4206,F,Ship,5,2,243,3,low,M,4,5415
1719,A,Ship,4,5,178,3,high,M,22,1907
7153,D,Ship,6,5,286,4,low,M,9,1282
9820,B,Ship,3,5,109,4,medium,F,4,4308
9113,C,Ship,3,1,159,3,low,M,10,4358
9491,C,Ship,4,1,155,3,medium,M,9,4443
9451,D,Flight,7,4,296,4,low,F,10,1033
2206,B,Flight,6,2,229,3,medium,M,13,2322
7488,F,Ship,5,1,242,5,medium,M,8,1382
10508,F,Ship,3,1,187,2,low,M,6,5448
1803,A,Ship,3,5,249,2,low,F,26,2029
3118,B,Ship,4,3,142,4,low,M,29,1420
4162,B,Ship,3,3,260,2,low,M,8,5382
3065,C,Ship,2,5,164,4,medium,M,2,1439
10786,B,Ship,5,1,248,5,medium,F,5,1861
4922,F,Road,5,3,156,3,medium,M,7,4293
1401,A,Ship,4,3,247,4,low,M,16,2362
3029,C,Flight,5,2,172,4,high,F,61,1161
1467,A,Ship,4,1,192,3,low,F,15,3460
8167,D,Ship,3,1,133,3,low,F,5,5213
4544,F,Ship,6,5,291,4,low,M,3,1102
5898,F,Flight,5,4,151,5,low,F,1,4122
6999,A,Flight,5,5,222,3,medium,M,5,4949
10320,F,Ship,3,3,169,2,medium,F,8,4281
7277,C,Flight,4,2,267,2,low,M,7,5746
10107,A,Ship,4,2,199,3,low,M,7,5342
3845,C,Flight,3,2,163,3,medium,M,6,4323
8991,A,Ship,4,2,239,4,low,F,10,5528
10057,D,Ship,4,5,160,3,low,F,9,5799
2756,F,Flight,4,4,173,3,medium,F,64,1847
9987,A,Road,4,5,244,3,medium,M,3,5857
5592,F,Road,2,3,201,3,medium,M,5,5733
9167,C,Road,6,4,294,3,medium,M,7,1455
3854,F,Ship,3,3,232,3,low,F,9,5016
796,B,Road,4,1,158,3,low,F,32,1061
2292,F,Ship,5,4,192,3,medium,M,46,3709
7998,F,Ship,6,1,306,4,low,F,4,1449
538,B,Road,4,4,228,3,medium,F,12,3359
9733,D,Flight,3,5,252,3,medium,F,8,4557
4062,F,Ship,3,5,154,2,medium,M,6,4744
5791,D,Ship,7,4,285,4,medium,F,2,1017
1257,A,Ship,2,2,180,3,low,M,33,1217
9990,F,Road,5,5,171,2,high,M,8,4602
9230,F,Ship,3,2,113,5,medium,M,1,5993
6276,F,Road,7,5,133,5,low,F,3,1544
7169,C,Ship,5,3,266,5,medium,F,2,1510
8819,C,Ship,4,5,234,5,low,F,2,1087
9764,F,Ship,6,5,211,6,low,M,3,4957
6117,A,Ship,5,3,220,3,low,F,9,5324
6297,A,Road,4,3,246,6,low,F,10,1176
72,F,Ship,5,5,230,2,low,F,2,2229
2097,A,Ship,3,1,235,10,low,M,56,2175
1403,C,Ship,5,4,199,4,low,M,24,3443
10773,A,Ship,4,4,229,5,medium,F,7,1716
3417,A,Road,3,4,148,4,medium,F,9,5301
5499,A,Ship,7,3,281,4,low,M,1,1215
10021,D,Ship,3,3,158,2,low,F,4,5960
5915,C,Ship,4,5,205,4,medium,F,5,5264
437,C,Ship,5,4,222,3,low,F,20,3632
1707,A,Ship,4,4,147,5,medium,F,33,1886
5539,D,Ship,6,2,257,4,low,F,4,1929
9383,C,Ship,3,5,144,3,medium,F,9,5912
6036,F,Flight,5,2,130,4,medium,F,1,1877
1824,F,Ship,3,5,228,4,medium,M,57,2243
2640,F,Ship,3,5,242,5,medium,F,61,3688
9910,B,Ship,6,2,245,4,low,F,9,1594
10001,C,Flight,4,1,234,2,medium,F,4,5164
3906,F,Ship,5,4,141,4,high,F,5,5444
6606,F,Ship,7,4,259,4,low,M,6,1697
6869,C,Ship,6,4,261,4,low,F,5,1794
6320,F,Ship,4,3,252,3,medium,F,7,4852
1612,B,Ship,3,5,153,2,low,F,44,1585
9779,C,Ship,3,1,263,3,medium,F,4,4208
1490,F,Road,3,1,268,3,medium,M,3,3040
452,F,Ship,2,3,189,4,low,M,34,3355
4915,D,Road,4,4,212,2,medium,M,8,4239
1674,F,Ship,2,1,137,5,medium,F,3,1037
2498,F,Ship,2,1,229,4,low,M,6,3757
1816,B,Ship,3,3,191,3,low,M,5,2007
3965,C,Road,3,1,260,2,medium,F,6,4332
187,D,Ship,5,4,134,2,medium,F,55,1386
8237,C,Flight,5,1,264,6,high,F,4,5337
1761,A,Road,4,3,152,2,medium,M,18,1537
2412,F,Ship,6,5,233,6,medium,M,48,3341
230,F,Ship,3,3,162,7,medium,F,42,1278
836,F,Flight,3,5,218,4,medium,M,60,3048
3524,F,Ship,2,3,226,3,low,M,8,5119
1747,D,Ship,5,1,226,2,low,M,18,2582
5560,B,Ship,4,1,144,4,medium,M,6,5197
3728,F,Ship,3,4,148,4,high,F,1,4249
1814,F,Ship,3,4,187,2,medium,M,54,3290
6617,C,Ship,5,2,237,5,medium,M,6,1084
8679,A,Ship,3,1,198,3,low,M,3,4965
7166,F,Ship,7,5,289,4,low,F,5,1864
2847,A,Ship,2,1,257,2,low,F,24,2130
10832,F,Flight,5,4,145,2,low,M,2,4753
5907,A,Flight,3,5,254,3,low,M,6,4703
10413,A,Flight,5,5,248,5,medium,M,8,1881
8883,A,Road,4,5,251,5,medium,F,7,1070
3345,A,Ship,3,4,133,2,low,F,7,4663
10827,A,Flight,4,5,167,2,low,F,10,5067
9236,F,Ship,4,2,243,3,low,M,3,5703
6250,B,Ship,5,4,258,2,low,F,8,4200
9604,B,Flight,5,3,206,2,medium,M,7,4531
9700,B,Ship,6,3,310,5,low,M,6,1139
10532,F,Road,5,4,236,4,medium,M,6,4457
10259,C,Road,3,3,155,3,medium,M,5,4957
7565,C,Ship,3,4,184,3,low,M,7,5438
1771,D,Road,5,5,189,4,high,F,16,3564
4870,B,Ship,3,2,264,3,low,F,8,5831
9468,F,Flight,3,4,191,3,medium,F,10,4667
8467,D,Ship,2,2,156,3,low,F,5,5628
3005,C,Road,4,5,196,2,low,M,51,3151
10528,B,Road,5,5,237,3,medium,M,5,4285
3578,F,Flight,4,1,102,3,medium,M,3,4179
8394,F,Ship,6,4,152,3,low,M,10,4376
5237,C,Ship,5,5,259,3,medium,F,1,4608
10420,B,Flight,2,1,238,4,medium,F,4,4780
10457,C,Ship,5,4,217,6,medium,M,6,1483
7947,A,Flight,3,5,255,7,medium,M,8,4091
9805,D,Ship,3,2,255,4,low,F,8,5511
9716,F,Road,4,5,248,3,low,F,2,5310
7800,F,Road,3,5,234,2,medium,F,1,4455
1434,F,Ship,3,2,176,3,low,M,51,1297
8761,D,Road,4,3,187,6,low,F,9,5872
8939,C,Ship,5,3,162,4,low,F,6,1968
5786,F,Ship,4,1,254,5,medium,F,3,1880
9637,D,Ship,4,4,251,5,medium,F,2,1329
9944,F,Ship,6,2,307,4,low,F,9,1674
9966,F,Ship,6,3,280,4,low,M,2,1753
9200,F,Ship,4,1,240,4,low,M,10,5965
8302,B,Ship,5,3,226,2,high,F,2,4219
263,C,Road,3,1,294,4,low,F,52,1089
9601,D,Flight,4,4,132,3,medium,F,5,4613
6970,B,Road,4,4,192,4,low,F,2,5856
296,F,Ship,3,1,202,2,medium,M,62,3398
4041,A,Ship,3,2,228,3,medium,F,4,4208
5440,B,Ship,4,5,198,6,medium,F,6,5380
2246,F,Ship,5,3,206,2,medium,F,59,3278
9493,D,Ship,5,2,169,5,medium,F,2,4542
1929,A,Flight,5,5,177,2,high,F,31,2000
9792,F,Ship,3,1,250,3,medium,F,6,5832
6148,B,Road,2,1,185,6,medium,F,7,4138
6131,C,Ship,4,1,263,3,high,M,5,4782
10909,D,Ship,4,1,192,4,high,M,10,4570
9356,F,Ship,6,4,257,4,low,F,4,1451
6343,D,Ship,3,1,286,4,medium,M,4,5106
8193,A,Ship,4,5,201,3,low,M,7,4048
3439,D,Flight,3,1,179,3,high,M,5,5898
3952,B,Road,4,1,215,3,low,M,9,4551
1717,D,Ship,6,1,222,5,medium,M,26,3137
4869,A,Ship,4,3,280,6,high,M,8,4525
3817,D,Road,4,4,157,2,medium,M,8,5398
4415,C,Ship,3,3,262,2,medium,F,10,5032
7161,A,Ship,5,3,257,5,low,F,3,1262
7962,F,Flight,7,1,308,4,medium,M,5,1705
1421,C,Ship,5,4,230,3,low,F,39,3989
1672,B,Ship,3,2,192,3,low,F,19,3183
9015,A,Ship,4,5,137,2,low,M,6,4055
672,F,Road,3,3,266,2,medium,M,46,3594
1523,C,Flight,3,1,156,3,medium,F,1,1517
5318,F,Road,3,5,232,2,high,F,8,5146
1056,F,Ship,3,3,152,3,medium,M,5,1385
4100,F,Road,3,1,187,3,medium,F,1,5541
6267,A,Ship,2,1,211,3,low,M,6,1760
4215,A,Ship,3,1,214,3,medium,F,2,4958
4967,C,Ship,4,1,198,3,medium,F,1,4090
10516,B,Ship,2,3,275,3,medium,M,10,4183
2530,B,Ship,2,1,255,3,low,M,19,1551
1531,D,Ship,5,2,241,3,low,M,39,3743
9071,C,Ship,3,1,173,2,low,F,7,4684
8765,C,Flight,4,1,156,2,medium,M,4,5225
6764,F,Ship,4,2,211,2,low,F,9,5883
881,C,Ship,2,4,194,6,medium,F,39,3770
3321,A,Ship,2,4,194,2,low,F,4,4803
1487,C,Road,3,1,209,3,low,F,20,3181
2410,B,Ship,3,2,180,2,low,F,6,1811
3890,F,Ship,3,1,202,2,medium,F,7,4506
2742,F,Flight,4,2,171,3,low,F,40,1021
2956,B,Ship,3,3,228,2,medium,M,27,3473
5163,A,Ship,3,3,273,2,medium,F,7,5491
3882,F,Ship,3,2,157,3,high,F,1,5398
4837,D,Ship,4,3,206,2,medium,F,4,5194
7668,F,Flight,7,2,272,4,medium,F,8,1816
8364,F,Flight,5,1,228,5,low,F,7,1818
8334,F,Road,4,1,262,6,low,M,1,1627
8107,D,Ship,4,3,246,3,low,M,5,4384
10630,B,Ship,4,5,274,4,low,M,3,5145
9328,B,Flight,4,3,261,6,low,F,6,5068
5224,B,Ship,5,1,257,4,medium,M,1,4924
476,F,Ship,4,5,133,3,low,M,59,1092
10177,D,Ship,6,3,277,4,medium,F,6,1433
10555,D,Flight,4,3,248,3,medium,F,5,4667
9699,A,Ship,4,2,231,5,low,F,2,1465
5767,D,Flight,6,1,249,4,medium,M,2,1189
3488,F,Ship,4,3,249,3,medium,F,6,5657
5870,F,Road,5,2,164,2,medium,M,8,5717
3863,C,Ship,5,1,152,3,medium,F,6,4735
10776,F,Ship,5,3,230,5,low,M,7,1996
246,F,Ship,2,4,154,3,medium,F,48,7684
4193,C,Ship,4,1,111,4,medium,M,10,4711
9790,B,Ship,5,5,167,3,low,M,10,5591
8695,D,Ship,3,5,220,3,low,F,9,5672
1096,B,Flight,4,2,199,3,low,M,23,2994
7733,C,Ship,6,2,246,4,low,M,4,1555
4576,B,Ship,4,1,166,5,low,F,1,5463
4011,A,Ship,2,5,154,3,medium,F,1,4377
3518,F,Ship,4,5,254,3,low,M,1,4377
682,B,Flight,3,4,273,2,medium,F,39,2651
8719,D,Ship,5,1,149,3,low,F,9,5173
4680,F,Ship,4,5,205,3,medium,F,9,4411
1360,B,Road,5,5,263,2,medium,M,59,3238
1474,B,Ship,3,3,201,2,high,M,36,3340
2451,A,Road,4,2,163,3,low,F,27,1639
6706,B,Road,2,5,127,3,medium,F,3,5964
8887,D,Road,7,3,305,4,medium,F,5,1198
8472,F,Road,4,5,248,2,medium,M,4,4789
204,F,Ship,5,3,161,5,high,M,48,1883
808,B,Road,2,4,136,6,low,F,53,1213
2630,F,Ship,3,1,140,2,low,F,6,1435
377,C,Ship,2,3,157,2,low,M,45,1965
6418,B,Road,3,1,233,3,medium,M,7,5331
276,F,Flight,5,5,115,5,low,F,26,1692
4805,C,Flight,6,2,152,2,low,F,9,1993
7111,D,Road,5,5,235,5,medium,F,10,1393
6093,A,Ship,5,1,279,4,medium,F,3,4607
10594,B,Ship,2,5,188,2,medium,F,9,4610
5243,C,Ship,5,5,230,10,high,F,3,5391
8532,F,Ship,4,2,233,4,high,F,1,4316
7672,B,Flight,5,5,232,5,medium,F,6,1246
5394,F,Ship,5,1,186,4,medium,M,5,5239
9943,D,Ship,4,4,266,6,low,F,2,1776
9389,C,Ship,6,3,141,3,low,M,7,5222
4387,D,Flight,3,2,257,2,medium,F,1,4132
5251,D,Ship,6,2,291,4,low,F,7,1046
8411,C,Ship,3,3,241,2,high,M,2,4836
823,D,Flight,3,3,268,3,low,F,33,3872
85,D,Ship,4,5,197,2,medium,F,40,2710
10602,F,Ship,3,3,158,3,low,F,6,5261
1102,B,Flight,6,2,159,5,medium,F,22,1247
2907,A,Ship,2,3,204,4,low,F,20,3135
1555,D,Ship,4,5,233,5,medium,F,44,2648
3478,B,Ship,5,2,196,3,low,F,4,4271
3945,A,Ship,3,5,159,2,medium,M,6,5804
8395,D,Ship,3,4,249,3,high,F,10,5629
8516,F,Ship,3,5,193,2,low,F,10,5776
4012,B,Ship,2,4,238,3,medium,M,4,5782
6341,C,Ship,3,5,139,2,low,F,7,4449
3645,A,Ship,4,5,171,4,medium,F,4,4151
3203,C,Ship,3,3,132,2,low,F,9,4355
7855,D,Ship,4,4,135,3,medium,M,6,4335
4421,C,Ship,4,5,206,2,low,F,10,4264
8127,A,Ship,4,1,285,2,low,M,4,4401
3409,D,Road,3,2,188,3,low,M,4,5376
6571,D,Road,4,2,255,5,low,M,1,1353
10797,A,Road,3,5,156,4,low,F,6,1015
10840,B,Flight,4,3,148,3,medium,M,8,4240
497,C,Ship,4,2,216,3,low,F,12,2273
5095,D,Ship,4,3,133,2,low,M,9,4145
6221,C,Ship,4,1,265,6,low,F,2,1629
3982,B,Flight,4,2,173,3,medium,F,1,5128
5096,F,Ship,3,4,243,2,medium,M,1,5840
6453,A,Flight,4,4,237,3,medium,M,4,4747
8840,F,Ship,7,1,255,4,medium,F,8,1088
3604,B,Ship,4,2,275,6,medium,M,9,1890
4085,C,Road,3,3,273,10,medium,F,10,5574
7768,B,Ship,6,4,268,4,medium,M,9,1354
6279,A,Road,6,3,261,4,medium,F,8,1397
4974,F,Ship,3,2,134,3,medium,F,3,5232
5841,A,Ship,5,2,249,6,low,M,8,5633
375,A,Ship,5,1,227,3,low,F,19,3007
5006,F,Ship,4,4,227,2,low,F,7,4916
10841,C,Ship,3,1,139,2,medium,M,2,4534
210,F,Ship,2,5,148,3,high,F,11,1502
9846,F,Road,4,1,161,3,medium,M,3,4590
6300,F,Flight,5,5,258,5,medium,M,7,1819
5021,C,Ship,6,3,292,4,low,M,8,1925
1330,B,Ship,3,1,184,3,medium,F,49,2823
1693,D,Ship,4,4,212,4,medium,F,2,3830
8574,F,Ship,4,3,252,3,medium,F,10,5802
9802,B,Ship,3,5,192,4,medium,F,7,4741
9571,D,Road,4,4,146,2,medium,F,5,4356
233,C,Ship,5,5,134,2,medium,M,53,1088
5629,D,Flight,5,4,135,2,low,M,5,5834
6902,F,Ship,6,5,266,4,low,F,6,1201
9031,D,Road,6,2,240,6,low,M,3,5967
8168,F,Ship,4,2,185,3,low,M,1,4786
4800,F,Flight,7,2,250,5,medium,M,9,1327
650,F,Ship,5,4,162,2,low,F,54,1635
10632,F,Ship,4,2,230,3,high,F,5,5888
10011,A,Flight,5,5,105,4,low,M,6,5135
1279,D,Ship,3,2,185,3,medium,M,47,2467
3807,A,Ship,3,2,156,8,medium,M,6,5637
8152,B,Ship,4,3,163,3,low,F,10,5002
3287,C,Flight,4,5,221,3,low,F,6,5895
4540,B,Ship,2,4,255,7,low,M,10,5875
5957,C,Ship,2,5,241,3,medium,F,3,4253
2532,F,Ship,4,1,151,3,high,F,39,1458
486,F,Ship,5,5,263,8,medium,F,9,2236
5236,B,Ship,5,2,249,3,high,F,8,5000
10620,F,Ship,4,1,270,2,low,M,4,4369
818,F,Flight,5,2,247,3,low,M,32,3645
4820,F,Ship,6,5,310,4,medium,M,1,1105
6094,B,Ship,4,2,183,2,low,F,8,4921
10843,D,Ship,5,5,251,2,medium,F,5,5178
7977,A,Ship,3,4,242,10,high,M,5,4127
8197,D,Road,4,4,195,3,low,F,6,5783
7630,B,Ship,4,1,270,3,low,F,6,5212
1190,F,Ship,4,2,173,2,low,F,30,1336
543,A,Road,4,5,218,3,low,F,40,3200
591,A,Ship,4,1,214,5,medium,M,51,2669
3632,F,Ship,3,4,172,3,low,F,4,4337
1913,C,Road,3,5,226,3,medium,M,5,3914
8180,F,Ship,4,3,225,2,low,M,2,4520
2331,A,Flight,3,4,179,2,low,M,51,1041
3209,C,Ship,5,1,149,2,low,M,9,5435
4727,C,Ship,4,2,273,2,low,F,5,5608
3414,F,Road,3,1,188,3,low,M,3,4222
8735,C,Ship,3,2,186,2,medium,M,3,5712
5584,B,Ship,4,4,134,2,low,M,1,5209
2224,B,Ship,4,1,97,2,high,M,15,1836
1221,A,Road,3,2,178,4,medium,F,48,1079
1694,F,Ship,6,1,183,2,low,M,57,3966
4706,F,Ship,4,4,201,5,medium,M,3,5901
3280,B,Road,3,2,243,2,low,F,5,4769
7645,D,Ship,3,4,159,2,medium,F,6,4990
9464,F,Flight,5,2,205,3,medium,F,1,4351
2615,C,Flight,5,1,253,5,low,M,31,3836
4245,A,Flight,3,3,204,3,low,M,6,5296
8106,F,Ship,4,2,237,2,low,F,1,5261
6517,D,Ship,5,5,189,5,low,M,3,5254
10884,F,Ship,3,4,181,4,medium,F,3,5163
2730,F,Road,3,1,132,2,medium,M,62,1909
506,F,Ship,3,1,219,2,low,F,39,2696
4302,F,Ship,3,2,204,2,high,F,2,5526
5821,D,Ship,3,1,192,3,low,F,4,5179
10755,A,Ship,5,5,227,5,medium,M,5,1186
457,D,Ship,3,3,254,2,high,M,17,3153
2385,A,Ship,4,5,260,3,medium,M,59,3951
1067,C,Ship,3,4,165,2,low,M,48,1706
3819,A,Road,4,3,247,10,high,M,10,5882
1880,F,Ship,3,1,143,2,low,F,63,1246
9874,B,Flight,3,5,202,4,medium,F,7,4458
3776,F,Ship,4,2,283,7,high,F,9,5252
8406,F,Ship,5,3,135,3,medium,F,5,4484
9696,F,Ship,6,3,245,4,medium,M,3,1772
