airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.25,4,11318
Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,9,51457
Air_India,AI-671,Mumbai,Morning,zero,Morning,Chennai,Business,1.92,41,23484
Indigo,6E-461,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.5,49,2901
Air_India,AI-748,Bangalore,Late_Night,one,Afternoon,Delhi,Economy,10.25,34,6634
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,12,12150
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,29,60978
Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.75,12,7425
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,13.42,29,57990
Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Business,7.58,22,64173
AirAsia,I5-711,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.42,21,3090
Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.33,39,34460
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,13.67,41,4971
Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Business,8.33,39,45097
Air_India,AI-672,Chennai,Afternoon,one,Night,Bangalore,Economy,31.58,14,19953
Air_India,AI-439,Delhi,Early_Morning,one,Morning,Kolkata,Economy,27.5,35,4385
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,28,4796
Indigo,6E-6113,Chennai,Afternoon,one,Night,Hyderabad,Economy,8.67,33,1105
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Economy,23.83,20,5949
Air_India,AI-402,Kolkata,Morning,one,Night,Mumbai,Economy,11.75,44,5523
AirAsia,I5-582,Kolkata,Morning,one,Evening,Bangalore,Economy,9.25,36,12049
Air_India,AI-773,Kolkata,Evening,one,Night,Delhi,Economy,6.5,10,18669
GO_FIRST,G8-331,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,33,3994
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9.58,23,6324
Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Business,2.25,26,22152
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,11.25,14,7927
Air_India,AI-729,Kolkata,Morning,one,Night,Delhi,Economy,12.25,20,5093
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Economy,11.17,41,4979
Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Economy,21.08,43,5690
Air_India,AI-768,Kolkata,Afternoon,one,Afternoon,Chennai,Business,21.17,35,55983
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Business,15.83,32,56588
GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Mumbai,Economy,9.58,41,5853
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,10.83,37,45883
GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,9.58,29,6294
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Economy,12.67,17,5772
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,22.75,38,8414
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Chennai,Business,13.25,34,44280
Vistara,UK-841,Mumbai,Morning,one,Evening,Delhi,Economy,5.67,34,13083
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,42,6042
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Economy,23.83,14,11129
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,10.5,13,10018
Vistara,UK-820,Bangalore,Evening,one,Evening,Kolkata,Economy,25.75,12,12544
Air_India,AI-610,Bangalore,Evening,one,Night,Kolkata,Economy,28.08,46,4665
Vistara,UK-876,Hyderabad,Night,one,Night,Chennai,Business,25.5,30,41314
Indigo,6E-6215,Chennai,Evening,zero,Evening,Hyderabad,Economy,1.33,48,1551
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.58,41,6389
Vistara,UK-825,Mumbai,Morning,one,Morning,Delhi,Business,24.0,12,51372
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.08,32,3940
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.75,35,4028
Air_India,AI-9609,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.25,47,6339
Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Economy,21.83,1,16653
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,9.58,40,5523
SpiceJet,SG-163,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,25.33,6,7412
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,27.33,45,52287
Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.58,6,9933
AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,19,3727
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,10.5,23,53645
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,22.33,5,37985
Indigo,6E-438,Hyderabad,Evening,zero,Night,Chennai,Economy,1.25,42,1788
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Kolkata,Business,27.0,42,51817
Air_India,AI-9547,Bangalore,Evening,one,Late_Night,Mumbai,Economy,5.17,2,9222
Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.58,20,4209
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,30,4796
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,35,49553
Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Economy,12.25,44,7021
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.75,47,3090
Vistara,UK-818,Bangalore,Evening,one,Morning,Chennai,Business,14.25,38,60396
Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,2,16560
Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,28,3677
Indigo,6E-495,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,5.67,8,10607
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,6,54777
Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.67,42,6122
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,2,60937
Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Economy,10.58,13,7584
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,Economy,13.0,40,3916
Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Business,10.83,18,79965
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.92,45,38099
GO_FIRST,G8-520,Mumbai,Night,one,Morning,Delhi,Economy,11.08,49,7718
Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,22.5,14,11783
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.08,47,6821
Indigo,6E-7261,Chennai,Afternoon,one,Evening,Hyderabad,Economy,5.0,31,2827
Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Economy,26.58,35,4697
Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,12,49553
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,25,5177
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Kolkata,Economy,4.92,42,3980
Air_India,AI-867,Mumbai,Night,one,Evening,Chennai,Economy,21.5,6,9201
Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,40,3177
Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Economy,22.83,33,4784
Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,26,2476
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,10.83,19,58315
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,9,12544
Air_India,AI-672,Chennai,Afternoon,zero,Evening,Mumbai,Business,2.17,48,23424
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,9,41064
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.25,11,6133
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,22.67,19,5949
Indigo,6E-2028,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,43,4500
Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Business,5.33,23,41281
Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.17,43,2098
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Delhi,Economy,12.83,8,11488
AirAsia,I5-830,Kolkata,Night,one,Early_Morning,Mumbai,Economy,6.92,42,3379
Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,6.5,31,3831
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,13.08,24,74305
Indigo,6E-183,Chennai,Afternoon,zero,Evening,Kolkata,Economy,2.33,25,4656
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Economy,8.42,24,5892
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.92,21,3571
Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,31,32859
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Economy,8.0,40,5441
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,46,4000
Indigo,6E-5208,Mumbai,Evening,one,Night,Kolkata,Economy,5.5,3,11141
GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Delhi,Economy,7.58,33,4028
Indigo,6E-207,Kolkata,Morning,one,Evening,Hyderabad,Economy,7.83,4,14417
Air_India,AI-768,Kolkata,Afternoon,one,Early_Morning,Chennai,Business,15.83,29,73377
Air_India,AI-713,Kolkata,Afternoon,one,Evening,Delhi,Business,29.67,16,45012
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,12.5,16,6995
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,37,49553
Vistara,UK-738,Kolkata,Evening,one,Night,Bangalore,Economy,25.67,16,9371
GO_FIRST,G8-426,Hyderabad,Night,one,Afternoon,Mumbai,Economy,14.5,30,4165
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,11.42,33,6271
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,12.08,22,6310
Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,17.08,17,60978
Indigo,6E-2188,Delhi,Afternoon,one,Evening,Chennai,Economy,6.75,32,4729
Indigo,6E-5307,Mumbai,Morning,one,Evening,Bangalore,Economy,7.08,9,8300
AirAsia,I5-1566,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.83,1,7484
Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,9.83,9,11843
Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,8.92,14,15284
Vistara,UK-708,Kolkata,Night,one,Evening,Mumbai,Business,22.67,13,58111
AirAsia,I5-547,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,10.58,9,13421
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,25.83,27,6082
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,2,14933
GO_FIRST,G8-7560,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.17,26,5790
AirAsia,I5-510,Hyderabad,Early_Morning,zero,Morning,Chennai,Economy,1.25,39,1544
AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,33,2409
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,15.25,6,9277
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Business,8.42,20,62793
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.83,9,27864
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Delhi,Business,26.42,2,57529
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,32,49725
Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Business,20.83,2,47396
AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Delhi,Economy,5.0,26,2723
Air_India,AI-688,Mumbai,Morning,one,Night,Delhi,Economy,12.58,41,6191
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,31,6262
GO_FIRST,G8-119,Delhi,Evening,one,Morning,Hyderabad,Economy,13.83,35,5657
Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,18,51457
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,12.5,22,67809
Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Kolkata,Business,5.5,34,43165
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.08,44,8803
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,20.17,42,62045
Air_India,AI-762,Delhi,Night,one,Evening,Chennai,Business,23.42,35,47657
Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Business,17.25,5,96916
Air_India,AI-538,Chennai,Night,two_or_more,Morning,Hyderabad,Economy,14.17,7,13338
Vistara,UK-875,Mumbai,Evening,one,Morning,Bangalore,Economy,13.5,35,4658
SpiceJet,SG-8483,Delhi,Evening,one,Morning,Mumbai,Economy,16.5,45,5761
SpiceJet,SG-8104,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,36,2568
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,12.0,49,4593
Air_India,AI-526,Kolkata,Evening,one,Morning,Bangalore,Business,15.75,34,31902
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.83,14,54608
Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,9,5943
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8.0,34,4855
AirAsia,I5-974,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,9.0,48,2250
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Economy,20.92,28,6271
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Business,19.33,48,49725
Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Business,5.0,31,44081
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,34,3108
GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,9.58,33,6512
Air_India,AI-867,Mumbai,Night,one,Afternoon,Chennai,Economy,15.17,45,4417
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.08,9,14014
Indigo,6E-295,Bangalore,Evening,zero,Evening,Mumbai,Economy,1.75,19,2939
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,21,7904
Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Business,12.42,6,38099
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,18,53937
Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Business,12.08,11,57083
Indigo,6E-725,Kolkata,Night,one,Early_Morning,Mumbai,Economy,11.5,49,3381
GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.25,11,4452
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,9.58,13,54684
Indigo,6E-6067,Bangalore,Evening,one,Night,Kolkata,Economy,6.33,33,3393
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Economy,21.25,49,5760
Vistara,UK-940,Mumbai,Evening,one,Evening,Chennai,Economy,20.58,7,12468
AirAsia,I5-1228,Chennai,Morning,one,Night,Mumbai,Economy,13.33,23,3230
Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Mumbai,Economy,8.58,3,19197
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,3,18123
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,43,6319
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,14.17,47,52287
Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Business,16.25,45,64139
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,6,12150
Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,42,4499
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.17,30,6882
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,23,5619
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,33,6830
AirAsia,I5-881,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.25,23,3569
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,38,4000
Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,Business,9.92,14,51707
Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,33,2339
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,48,39377
AirAsia,I5-1562,Bangalore,Afternoon,two_or_more,Late_Night,Delhi,Economy,10.5,37,2723
Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Economy,16.08,24,4979
Indigo,6E-5209,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.33,9,4263
Indigo,6E-5392,Mumbai,Evening,one,Night,Kolkata,Economy,5.08,36,5595
Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,26.58,2,70154
AirAsia,I5-991,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.83,34,3862
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,6.75,27,54684
Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,28,6578
SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,12.58,45,6093
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,8.08,18,60260
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,2,5943
Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Economy,12.58,33,4401
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,46,2480
Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,Business,10.25,38,57992
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,10.33,43,7212
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.58,42,50271
Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,26,5227
Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Business,10.5,20,52287
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Business,7.25,11,56588
Indigo,6E-6137,Chennai,Morning,one,Evening,Hyderabad,Economy,8.83,35,2757
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.42,31,3916
SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,5,5953
Vistara,UK-899,Delhi,Afternoon,one,Morning,Bangalore,Economy,18.08,42,3357
Air_India,AI-636,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,21.67,35,5276
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,16.0,34,7496
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.42,40,6172
Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,24,2098
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,24,5040
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,1,13685
Air_India,AI-503,Bangalore,Evening,one,Morning,Kolkata,Business,15.17,36,60508
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Business,25.92,34,37985
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.0,26,1776
Vistara,UK-852,Bangalore,Morning,one,Morning,Delhi,Economy,25.5,1,14682
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.83,45,6395
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,48,4979
Vistara,UK-706,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,33.17,9,14819
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,35,6578
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,27,5761
AirAsia,I5-974,Hyderabad,Night,one,Morning,Delhi,Economy,10.75,4,24324
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,19.17,16,10478
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Business,21.75,48,50271
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Business,22.25,33,63277
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,8.58,46,69244
Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Economy,15.08,14,10018
Air_India,AI-541,Hyderabad,Evening,one,Morning,Chennai,Economy,18.67,27,5875
Indigo,6E-6464,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.58,45,2201
SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.0,25,3150
Vistara,UK-651,Mumbai,Evening,one,Evening,Delhi,Business,24.42,35,50196
Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,13.33,12,53152
GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,27,5584
AirAsia,I5-410,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,7.58,27,2723
Indigo,6E-453,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.67,46,3096
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,23.33,21,5441
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,38,37985
SpiceJet,SG-8152,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.67,28,5289
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.42,20,14289
Vistara,UK-706,Delhi,Afternoon,two_or_more,Early_Morning,Hyderabad,Economy,18.17,13,12044
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,24.33,20,3988
Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Economy,15.25,5,13303
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,30,92633
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,17.0,21,53743
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,7.92,20,6568
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,11.17,10,53164
SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.25,36,8050
Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,2.08,30,3340
SpiceJet,SG-612,Chennai,Night,one,Morning,Delhi,Economy,11.75,23,4048
SpiceJet,SG-327,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.0,7,4338
Indigo,6E-2034,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,26,4500
Indigo,6E-6535,Bangalore,Morning,one,Evening,Delhi,Economy,5.92,14,11006
Indigo,6E-7583,Kolkata,Afternoon,one,Night,Delhi,Economy,6.33,43,2994
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,12.17,31,53164
Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Business,14.08,22,76681
Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Business,25.83,48,32347
Indigo,6E-6137,Chennai,Morning,one,Afternoon,Delhi,Economy,5.83,31,4671
Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,12.33,13,9105
Air_India,AI-888,Mumbai,Evening,one,Morning,Chennai,Business,13.92,15,49613
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,19,10636
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,9,9840
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.0,30,6883
Air_India,AI-481,Delhi,Morning,one,Morning,Mumbai,Business,25.0,47,29776
Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Business,9.08,11,51384
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,14.92,29,7496
AirAsia,I5-741,Bangalore,Morning,one,Night,Mumbai,Economy,10.92,38,7373
SpiceJet,SG-517,Bangalore,Evening,zero,Evening,Kolkata,Economy,2.5,41,3595
Vistara,UK-863,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.17,49,8130
Air_India,AI-764,Delhi,Evening,two_or_more,Morning,Chennai,Economy,18.08,2,18493
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Business,9.25,42,53499
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,13.92,6,13182
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.75,40,2124
Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,Business,19.92,30,60522
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,10.83,23,14132
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,14.08,46,67004
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,14.92,11,11448
Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,7,9998
Indigo,6E-847,Chennai,Evening,one,Night,Hyderabad,Economy,3.92,31,1105
Indigo,6E-6809,Mumbai,Evening,one,Night,Hyderabad,Economy,5.67,32,3574
Air_India,AI-808,Bangalore,Night,one,Afternoon,Kolkata,Economy,17.5,4,13474
AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.17,24,2203
AirAsia,I5-1569,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,12,5104
GO_FIRST,G8-7546,Mumbai,Evening,one,Morning,Hyderabad,Economy,14.5,36,3282
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,12.5,36,7240
Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Business,18.92,19,32646
GO_FIRST,G8-393,Kolkata,Night,one,Afternoon,Bangalore,Economy,15.0,17,6488
Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Economy,23.67,30,4359
GO_FIRST,G8-424,Hyderabad,Morning,one,Late_Night,Mumbai,Economy,14.58,46,4165
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Business,11.58,14,53164
Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Delhi,Business,2.58,37,32923
Indigo,6E-6217,Chennai,Night,one,Early_Morning,Delhi,Economy,8.5,46,2051
Indigo,6E-6513,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.92,34,4439
Indigo,6E-994,Kolkata,Afternoon,one,Night,Delhi,Economy,5.0,32,4439
