Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
21796,890,KIA,Optima,2016,Sedan,Yes,Petrol,2,31033 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
47042,-,TOYOTA,Land Cruiser Prado,2008,Jeep,Yes,Diesel,3.0 Turbo,170000 km,6.0,Tiptronic,4x4,02-Mar,Left wheel,Silver,12
29793,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,4330 km,4.0,Automatic,Front,04-May,Left wheel,White,12
32929,-,BMW,535 i,2012,Sedan,Yes,Petrol,3.0 Turbo,111205 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,8
16308,-,TOYOTA,Prius C,2014,Sedan,Yes,Hybrid,1.5,75000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
10349,1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,74277 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
37066,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,91804 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
4704,-,GAZ,3796,1984,Goods wagon,No,Petrol,5,100000 km,6.0,Manual,Rear,02-Mar,Left wheel,Brown,0
9565,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
13172,-,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,200000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
50805,1327,MAZDA,Mazda 6,2018,Sedan,Yes,Petrol,2.5,53277 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
44247,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,147542 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
12187,531,CHEVROLET,Aveo,2012,Hatchback,Yes,Petrol,1.6,65642 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
12388,919,BMW,X5,2012,Jeep,Yes,Diesel,3,420794 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
11917,-,VOLKSWAGEN,T5,2008,Minivan,No,Diesel,2.5,150000 km,5.0,Manual,4x4,04-May,Left wheel,Silver,0
7840,-,SUBARU,Forester,2002,Sedan,Yes,Petrol,2.0 Turbo,200000 km,4.0,Automatic,4x4,04-May,Right-hand drive,White,5
19130,-,FORD,Transit,2003,Goods wagon,No,Diesel,2.5 Turbo,144325 km,4.0,Manual,Rear,04-May,Left wheel,White,2
117604,-,PORSCHE,911,2008,Coupe,Yes,Petrol,3.6,126000 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Black,6
18503,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,28332 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6272,1924,MERCEDES-BENZ,Vito 110d,1998,Minivan,Yes,Diesel,2.3 Turbo,300000 km,4.0,Manual,Front,04-May,Left wheel,White,4
10976,687,HYUNDAI,I30,2010,Goods wagon,Yes,Diesel,1.6 Turbo,156000 km,4.0,Manual,Front,04-May,Left wheel,Beige,12
4704,-,HYUNDAI,Galloper,1999,Jeep,No,Diesel,2.5 Turbo,200000 km,4.0,Automatic,4x4,04-May,Left wheel,Green,2
15681,781,VOLKSWAGEN,Passat Se,2012,Sedan,Yes,Petrol,2.5,154000 km,5.0,Tiptronic,Front,04-May,Left wheel,Blue,10
8000,1031,MAZDA,Demio,2013,Hatchback,No,Petrol,1.2,129000 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,4
8624,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,111111 km,4.0,Variator,4x4,04-May,Right-hand drive,Black,0
627,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,121315 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
5645,640,SUBARU,XV,2013,Sedan,Yes,Petrol,2,105523 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
10976,-,TOYOTA,VOXY,2002,Minivan,No,Petrol,2.0 Turbo,160550 km,4.0,Automatic,4x4,04-May,Right-hand drive,White,2
15524,-,KIA,Picanto,2017,Sedan,No,Petrol,1.2,94000 km,4.0,Manual,Front,04-May,Left wheel,Silver,1
3607,1077,KIA,Avella,2019,Sedan,Yes,Petrol,2,23474 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
10349,-,FORD,Transit,1996,Microbus,No,Diesel,2.5,335000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,0
1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
15681,642,FORD,C-MAX,2012,Hatchback,No,Hybrid,2,74500 km,4.0,Automatic,Front,04-May,Left wheel,White,6
6272,-,OPEL,Astra G,2002,Universal,No,Diesel,1.7 Turbo,270000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2
24000,2265,TOYOTA,CHR,2019,Jeep,Yes,Hybrid,1.5,6000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,8
6586,1286,KIA,Sportage,2007,Jeep,Yes,Diesel,2,63488 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
15470,769,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.2,75054 km,4.0,Automatic,Front,04-May,Left wheel,White,4
314,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,110456 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
3136,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,268683 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
42102,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,89836 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
27284,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915 km,4.0,Automatic,Rear,04-May,Left wheel,White,12
7317,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,71517 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
1000,-,HONDA,Element,2012,Sedan,No,Petrol,0.1,5000 km,1.0,Automatic,Rear,04-May,Left wheel,Black,0
10976,-,MERCEDES-BENZ,CLK 320,2004,Coupe,Yes,Petrol,3.2,208000 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,6
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,265917 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
1803,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.4,11314 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
9565,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
19757,585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,195000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
14113,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6
706,645,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,415150 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
2038,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
5645,-,NISSAN,March,2003,Hatchback,Yes,Petrol,1.2,127000 km,4.0,Automatic,Front,04-May,Right-hand drive,Sky blue,6
941,1885,BMW,X5,2010,Jeep,Yes,Petrol,4.8,268565 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,12
784,640,BMW,328,2013,Sedan,Yes,Petrol,2,189259 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
941,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,270410 km,4.0,Automatic,Front,04-May,Left wheel,White,12
11412,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,107271 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
7840,-,OPEL,Zafira,2000,Minivan,No,Petrol,1.8,11111 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
16000,-,FORD,C-MAX,2014,Hatchback,No,Hybrid,2,272000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
11290,-,NISSAN,Versa,2012,Sedan,No,Petrol,1.6,109000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,2
48566,831,TOYOTA,Aqua,2018,Hatchback,Yes,Petrol,1.5,14570 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
5645,1360,OPEL,Zafira,2002,Universal,No,Petrol,1.6,216000 km,4.0,Manual,Front,04-May,Left wheel,Grey,10
12522,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,134990 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
16621,645,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,171200 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
120,1055,NISSAN,Quest,2013,Minivan,Yes,Petrol,3.5,74000 km,6.0,Automatic,Front,04-May,Left wheel,Grey,8
14740,1091,FORD,Fusion,2016,Sedan,No,Petrol,2.5,41000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
94083,-,MITSUBISHI,Pajero,2020,Jeep,Yes,Diesel,3.0 Turbo,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
25387,595,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,73225 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
9722,-,MERCEDES-BENZ,C 240,2001,Sedan,Yes,Petrol,2.6,20017 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10
157,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,174253 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
53154,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,99000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
20385,730,NISSAN,Juke,2016,Jeep,Yes,Petrol,1.6,83000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
941,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,294016 km,4.0,Automatic,Front,04-May,Left wheel,White,12
19613,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,104022 km,4.0,Automatic,Front,04-May,Left wheel,White,4
33500,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Petrol,3.5,196800 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12
50,-,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,170000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
4704,-,VOLKSWAGEN,Golf,2004,Sedan,No,Petrol,2,225600 km,4.0,Manual,Front,02-Mar,Left wheel,Silver,8
784,530,NISSAN,Versa,2013,Sedan,Yes,Petrol,1.6,125928 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
48403,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,110000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
52520,900,HONDA,Civic,2015,Sedan,Yes,Petrol,2.4,66599 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
10663,-,HONDA,FIT,2008,Hatchback,Yes,Petrol,1.3,155000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,4
627,900,CHEVROLET,Equinox,2015,Jeep,Yes,Petrol,2.4,78926 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12
15681,-,MERCEDES-BENZ,E 320,2003,Sedan,Yes,Diesel,3.2 Turbo,300000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,8
17876,-,TOYOTA,Prius C,2013,Sedan,No,Hybrid,1.5,65000 km,4.0,Automatic,Front,04-May,Left wheel,Red,8
26500,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,296391 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
20814,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,171996 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
20344,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,44608 km,4.0,Automatic,Front,04-May,Left wheel,White,4
941,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,270410 km,4.0,Automatic,Front,04-May,Left wheel,White,12
5488,-,MERCEDES-BENZ,200,2000,Sedan,No,CNG,2,0 km,4.0,Manual,Rear,04-May,Left wheel,Black,2
8311,891,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2,109555 km,4.0,Automatic,Front,04-May,Left wheel,White,0
3450,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,136542 km,6.0,Automatic,Front,04-May,Left wheel,Blue,0
7840,928,OPEL,Astra,2007,Hatchback,No,Petrol,1.4,200000 km,4.0,Manual,Front,04-May,Left wheel,Black,6
1568,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,121840 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
9756,-,MERCEDES-BENZ,C 220 CDI,2002,Sedan,No,Diesel,2.2 Turbo,300000 km,6.0,Manual,Rear,04-May,Left wheel,Silver,6
345,-,TOYOTA,Land Cruiser Prado,2017,Jeep,Yes,Diesel,2.7 Turbo,45000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8
80,-,HYUNDAI,Sonata,2012,Sedan,No,Petrol,2.4,1000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6
18660,382,KIA,Optima,2014,Sedan,Yes,Hybrid,2.4,114000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,10
4704,-,MITSUBISHI,Eclipse,1998,Cabriolet,No,Petrol,2.4,214400 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,0
28241,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,80856 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
12720,475,HYUNDAI,Accent,2012,Sedan,Yes,Petrol,1.4,141000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
48998,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,91018 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
163077,-,BMW,M6 Gran cupe,2014,Sedan,Yes,Petrol,0.4 Turbo,100000 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
16621,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
2500,-,VOLKSWAGEN,Golf 2,1989,Hatchback,Yes,Petrol,1.8,123457 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,0
141124,-,MERCEDES-BENZ,S 550,2014,Sedan,Yes,Petrol,4.7 Turbo,148000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12
22433,777,HYUNDAI,H1,2014,Jeep,Yes,Diesel,2.5,74210 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21395,781,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,216000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21953,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,320000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
8154,308,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.5,127789 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
1254,-,MITSUBISHI,Lancer,1997,Sedan,No,Petrol,1.3,100000 km,4.0,Manual,Rear,04-May,Left wheel,Red,0
21326,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,100000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
24148,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,118000 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,12
36899,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,90132 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
314,862,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,130306 km,4.0,Automatic,4x4,04-May,Left wheel,Green,0
22266,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,193267 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
1500,-,OPEL,Omega 1,1995,Goods wagon,No,Petrol,2,700000 km,1.0,Manual,Rear,04-May,Left wheel,Green,0
21012,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,19834 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
13799,753,HYUNDAI,Sonata SE LIMITED,2012,Sedan,Yes,Hybrid,2.4,147000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12
23239,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,159000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
4861,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
47,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,43651 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
941,1292,AUDI,Q5,2016,Jeep,Yes,Petrol,3,448982 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
31317,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,139328 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
19757,-,MINI,Countryman,2011,Jeep,Yes,Petrol,1.6,119416 km,4.0,Manual,Front,04-May,Left wheel,Blue,12
11917,-,FORD,Transit,1995,Microbus,No,Diesel,2.5 Turbo,0 km,4.0,Manual,Rear,04-May,Left wheel,White,0
7213,-,BMW,328,1999,Sedan,Yes,Petrol,2.8,9401 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,8
7056,833,KIA,Sportage,2010,Jeep,Yes,Diesel,2,64741 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
13500,-,HONDA,Fred HIBRIDI,2012,Minivan,No,Hybrid,1.5,195000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,6
3763,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,110685 km,4.0,Automatic,Front,04-May,Left wheel,White,12
8781,1356,OPEL,Combo,2005,Universal,No,CNG,1.6,167000 km,4.0,Manual,Front,02-Mar,Left wheel,White,2
5331,1288,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,48529 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16618,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,115471 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21953,-,FORD,Escape,2008,Jeep,Yes,Hybrid,2.5,93000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,10
4547,1018,AUDI,A6,2011,Sedan,Yes,Petrol,3,193685 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
8938,-,MERCEDES-BENZ,Vito,1998,Minivan,Yes,Diesel,2.3 Turbo,222000 km,4.0,Manual,Front,02-Mar,Left wheel,Green,4
29793,-,VOLKSWAGEN,Golf,2014,Hatchback,Yes,Petrol,2.0 Turbo,181000 km,4.0,Manual,Front,04-May,Left wheel,Black,0
12544,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,156000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6
19757,779,TOYOTA,Camry Se,2013,Sedan,Yes,Petrol,2.5,124000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
15053,-,KIA,Optima,2012,Sedan,No,Petrol,2.4,178528 km,6.0,Tiptronic,Front,04-May,Left wheel,Brown,0
46728,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2.0 Turbo,31000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
19823,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,122727 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
25716,-,MINI,Countryman,2011,Jeep,Yes,Petrol,1.6 Turbo,184000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Red,12
6272,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,55811 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
10663,915,AUDI,Q7,2014,Jeep,Yes,Diesel,3,98803 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
57961,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,75540 km,4.0,Automatic,Front,04-May,Left wheel,White,4
13172,-,HONDA,Edix FR-v,2006,Universal,Yes,Diesel,2.2 Turbo,300000 km,4.0,Manual,Front,04-May,Left wheel,Silver,0
348,-,VOLKSWAGEN,Jetta,1999,Sedan,No,CNG,2,284000 km,4.0,Manual,Front,04-May,Left wheel,White,4
12617,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,75586 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
314,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771 km,8.0,Automatic,Rear,04-May,Left wheel,White,12
15994,1017,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2,70795 km,4.0,Automatic,Front,04-May,Left wheel,White,12
12858,-,MERCEDES-BENZ,E 270,2000,Sedan,Yes,Diesel,2.7 Turbo,320000 km,5.0,Tiptronic,Rear,04-May,Left wheel,Silver,0
49058,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,73148 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
1150,-,VAZ,2111,1980,Sedan,No,Petrol,1.1,0 km,4.0,Manual,Rear,04-May,Left wheel,White,0
3763,-,VOLKSWAGEN,Golf 4,1997,Sedan,No,CNG,1.6,0 km,4.0,Manual,Front,04-May,Left wheel,Silver,2
47,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,65981 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
8154,-,HONDA,Edix,2004,Hatchback,No,Petrol,1.7 Turbo,1000 km,4.0,Automatic,Front,04-May,Right-hand drive,Blue,0
15530,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,280016 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
470,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,75656 km,4.0,Automatic,Front,04-May,Left wheel,White,0
8311,-,MERCEDES-BENZ,ML 270,2001,Jeep,Yes,Diesel,2.7 Turbo,308000 km,5.0,Tiptronic,4x4,04-May,Left wheel,Blue,10
392,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6429,2225,TOYOTA,Tundra,2017,Sedan,Yes,Petrol,4.6,190875 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
36899,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,119098 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
5331,831,FORD,Fiesta,2017,Hatchback,Yes,Petrol,1.6,61803 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45473,1588,TOYOTA,Hilux,2007,Jeep,No,Diesel,2.5 Turbo,212001 km,4.0,Manual,4x4,04-May,Left wheel,Silver,6
470,730,NISSAN,Juke,2016,Jeep,Yes,Petrol,1.6,44210 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,0
27284,640,BMW,328,2013,Sedan,Yes,Petrol,2.0 Turbo,176000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,8
18503,481,FORD,Fusion,2017,Sedan,Yes,Hybrid,2,75597 km,4.0,Automatic,Front,04-May,Left wheel,White,12
38400,642,BMW,528,2012,Sedan,Yes,Petrol,2.0 Turbo,158400 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12
80000,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,83680 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12
13485,-,BMW,530 I,2006,Sedan,Yes,Petrol,3,280000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12
7213,-,OPEL,Astra,2001,Sedan,No,Diesel,2.0 Turbo,40000 km,4.0,Manual,Front,04-May,Left wheel,White,4
39201,751,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.4,92800 km,4.0,Automatic,4x4,04-May,Left wheel,Brown,6
627,836,TOYOTA,Tacoma,2012,Sedan,Yes,Petrol,2.7,394069 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
2666,-,OPEL,Omega b,1997,Sedan,No,CNG,2,200000 km,4.0,Automatic,Rear,04-May,Left wheel,Silver,0
7840,-,SUBARU,Legacy,2001,Sedan,No,Petrol,2.0 Turbo,112000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Blue,2
5959,-,OPEL,Astra,1999,Goods wagon,No,Petrol,1.6,258000 km,4.0,Manual,Front,04-May,Left wheel,Blue,2
14113,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,65376 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
17449,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,152595 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
12544,-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,81000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,8
14113,-,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
2200,-,FORD,Mondeo,1996,Hatchback,No,Petrol,1.8,11111 km,6.0,Manual,Front,04-May,Left wheel,White,16
10349,915,BMW,X5,2014,Jeep,Yes,Diesel,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
31361,530,MINI,Paceman,2013,Jeep,Yes,Petrol,1.6 Turbo,45000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,White,8
5018,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,546691 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
23408,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,177719 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
706,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,172659 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
1803,1405,BMW,X5,2009,Jeep,Yes,Diesel,3,229854 km,6.0,Automatic,4x4,04-May,Left wheel,Green,0
784,1083,DODGE,Avenger,2013,Sedan,Yes,Petrol,3.6,227549 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
13269,1018,HYUNDAI,Grandeur,2011,Sedan,Yes,LPG,3,406000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
18503,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,30312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16621,753,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,88000 km,4.0,Tiptronic,Front,04-May,Left wheel,Golden,12
392,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
7840,-,OPEL,Astra,1999,Hatchback,No,Petrol,1.8,253000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
14269,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,208000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,8
