"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 전입학생수","1학년 전출학생수","1학년 전체학생수","2학년 전입학생수","2학년 전출학생수","2학년 전체학생수","3학년 전입학생수","3학년 전출학생수","3학년 전체학생수","4학년 전입학생수","4학년 전출학생수","4학년 전체학생수","5학년 전입학생수","5학년 전출학생수","5학년 전체학생수","6학년 전입학생수","6학년 전출학생수","6학년 전체 학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000719","봉남초등학교","02","공립","N","","1","0","3","4","0","12","0","1","6","2","0","4","1","1","4","0","0","6","8","2","35"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000720","부용초등학교","02","공립","N","","0","2","4","0","1","4","0","0","4","0","0","4","0","0","4","0","0","3","0","3","23"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000721","비룡초등학교","02","공립","N","","0","0","1","0","0","3","0","1","5","0","0","3","0","1","6","0","0","2","0","2","20"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000722","성덕초등학교","02","공립","N","","0","0","1","0","0","5","1","1","3","0","0","6","1","0","1","1","0","8","3","1","24"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000726","심창초등학교","02","공립","N","","0","0","3","0","1","1","0","0","1","0","0","3","0","0","2","0","0","5","0","1","15"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000727","용동초등학교","02","공립","N","","0","0","9","0","1","7","0","0","8","1","0","3","0","0","8","0","0","1","1","1","36"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000729","용지초등학교","02","공립","N","","2","0","5","0","0","7","0","1","9","0","2","7","0","0","3","0","0","7","2","3","38"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000730","원평초등학교","02","공립","N","","1","1","15","1","0","15","2","3","15","0","0","16","3","1","12","0","1","10","7","6","83"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000731","화율초등학교","02","공립","N","","0","0","2","0","0","2","1","0","1","0","0","1","0","0","3","0","0","1","1","0","10"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000732","월성초등학교","02","공립","N","","0","0","4","0","0","5","0","0","2","0","0","8","0","0","7","0","0","5","0","0","31"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000733","월촌초등학교","02","공립","N","","0","0","10","2","0","14","0","0","15","0","1","12","0","0","17","0","0","10","2","1","78"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000734","종정초등학교","02","공립","N","","0","0","11","0","0","1","0","0","9","0","0","9","0","0","10","0","0","10","0","0","50"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000736","죽산초등학교","02","공립","N","","1","1","9","1","1","5","0","0","7","1","0","8","0","1","9","0","0","13","3","3","51"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000737","진봉초등학교","02","공립","N","","1","0","4","0","1","2","0","0","3","0","0","3","0","0","4","1","0","6","2","1","22"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000738","청운초등학교","02","공립","N","","0","1","13","1","2","8","0","1","6","0","0","11","0","2","6","1","0","3","2","6","47"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000740","청하초등학교","02","공립","N","","1","0","6","0","0","1","1","1","13","1","0","2","0","1","3","0","1","6","3","3","31"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000741","초처초등학교","02","공립","N","","0","0","1","0","0","5","1","0","7","0","0","3","0","0","7","0","0","5","1","0","28"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000742","치문초등학교","02","공립","N","","0","0","2","1","0","2","1","1","6","0","2","9","0","1","3","0","0","9","2","4","31"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000743","황강초등학교","02","공립","N","","0","2","3","0","2","4","1","2","5","0","2","5","0","0","4","0","1","6","1","9","27"
"전라북도교육청","전라북도김제교육지원청","전라북도 김제시","S130000744","황산초등학교","02","공립","N","","0","0","4","0","0","8","0","0","5","1","1","8","1","1","4","1","0","7","3","2","36"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000805","남원교룡초등학교","02","공립","N","","2","2","35","1","0","29","1","1","41","0","0","39","4","0","42","0","2","39","8","5","225"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000806","금지동초등학교","02","공립","N","","0","1","4","0","0","3","0","0","1","1","0","7","0","0","4","0","1","5","1","2","24"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000807","금지초등학교","02","공립","N","","0","0","2","0","1","4","0","0","5","0","1","3","1","1","7","0","0","8","1","3","29"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000809","남원노암초등학교","02","공립","N","","2","1","42","0","2","36","2","2","38","3","2","45","1","2","36","1","0","35","9","9","232"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000810","남원도통초등학교","02","공립","N","","1","3","62","2","3","69","2","5","69","5","3","65","4","0","77","2","2","76","16","16","418"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000813","산내초등학교","02","공립","N","","2","1","6","0","0","8","4","1","16","1","1","16","0","2","20","2","0","18","9","5","84"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000814","남원서원초등학교","02","공립","N","","0","2","14","0","0","4","0","0","11","1","1","7","0","1","7","0","1","7","1","5","50"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000817","남원왕치초등학교","02","공립","N","","0","1","15","1","0","9","0","2","14","0","0","7","0","3","15","0","1","7","1","7","67"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000818","남원월락초등학교","02","공립","N","","2","1","83","4","4","103","8","3","92","5","4","129","7","2","129","0","2","80","26","16","616"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000819","남원중앙초등학교","02","공립","N","","0","2","49","3","3","53","6","4","54","6","7","69","3","1","77","3","4","74","21","21","376"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000820","남원초등학교","02","공립","N","","2","5","69","3","6","86","2","4","85","0","4","83","2","5","91","2","0","65","11","24","479"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000822","대강초등학교","02","공립","N","","1","0","6","0","1","4","1","0","4","1","0","5","1","0","4","0","1","2","4","2","25"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000823","남원대산초등학교","02","공립","N","","0","0","3","1","1","8","0","0","8","1","1","6","0","1","7","0","0","3","2","3","35"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000824","덕과초등학교","02","공립","N","","0","0","1","1","0","0","1","1","5","0","0","4","3","2","5","1","1","3","6","4","18"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000827","보절초등학교","02","공립","N","","0","1","5","0","0","6","0","0","5","0","0","1","0","0","5","0","0","2","0","1","24"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000829","사매초등학교","02","공립","N","","0","1","6","1","1","3","0","1","4","1","0","8","1","0","7","1","1","6","4","4","34"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000830","산동초등학교","02","공립","N","","0","1","7","0","1","5","1","0","6","0","1","8","0","1","6","0","0","8","1","4","40"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000831","송동초등학교","02","공립","N","","0","0","2","0","0","8","0","0","5","0","1","8","0","0","7","0","1","9","0","2","39"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000832","수지초등학교","02","공립","N","","1","0","7","0","0","1","0","0","3","1","0","1","0","1","2","0","0","8","2","1","22"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000833","아영초등학교","02","공립","N","","1","1","9","0","0","6","1","1","10","0","0","10","0","1","15","0","0","10","2","3","60"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000834","오동초등학교","02","공립","N","","0","0","10","0","0","13","0","1","12","0","0","8","0","3","9","0","1","14","0","5","66"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000835","남원용성초등학교","02","공립","N","","3","1","26","1","2","25","2","2","30","4","7","40","3","1","47","1","0","37","14","13","205"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000837","운봉초등학교","02","공립","N","","2","0","18","1","0","16","0","0","18","3","0","18","2","1","15","1","1","17","9","2","102"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000840","원천초등학교","02","공립","N","","0","1","8","0","2","8","0","2","8","0","1","13","0","1","10","0","0","12","0","7","59"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000841","이백초등학교","02","공립","N","","0","0","4","2","0","3","1","2","5","0","0","5","4","3","13","0","1","10","7","6","40"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000842","인월초등학교","02","공립","N","","0","0","17","0","0","15","0","0","11","0","0","18","0","0","13","0","0","16","0","0","90"
"전라북도교육청","전라북도남원교육지원청","전라북도 남원시","S130000845","주생초등학교","02","공립","N","","1","1","11","1","0","7","1","3","9","0","0","10","1","3","4","1","0","12","5","7","53"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000893","괴목초등학교","02","공립","N","","1","0","6","0","0","4","1","0","5","0","0","7","0","0","3","0","0","3","2","0","28"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000894","구천초등학교","02","공립","N","","1","2","8","0","4","18","0","0","11","0","2","13","0","1","12","1","1","17","2","10","79"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000897","무주중앙초등학교","02","공립","N","","2","2","64","4","1","47","2","3","54","2","3","63","2","3","61","0","2","64","12","14","353"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000898","무주초등학교","02","공립","N","","2","0","22","2","2","28","1","0","32","2","1","43","3","1","26","0","0","39","10","4","190"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000899","무풍초등학교","02","공립","N","","0","1","7","1","0","2","1","0","7","2","0","6","0","0","7","1","0","5","5","1","34"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000900","부남초등학교","02","공립","N","","0","0","4","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0","9"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000901","부당초등학교","02","공립","N","","0","0","0","0","0","3","0","0","3","0","0","1","0","0","4","0","0","1","0","0","12"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000903","설천초등학교","02","공립","N","","1","1","12","1","0","13","1","1","11","2","3","19","1","2","16","1","2","12","7","9","83"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000904","안성초등학교","02","공립","N","","0","0","16","0","0","7","1","1","20","1","0","13","0","0","21","2","0","23","4","1","100"
"전라북도교육청","전라북도무주교육지원청","전라북도 무주군","S130000905","적상초등학교","02","공립","N","","0","0","3","0","1","2","0","0","7","0","0","1","0","2","8","0","0","4","0","3","25"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000934","격포초등학교","02","공립","N","","1","1","16","1","0","12","0","0","18","1","0","15","0","0","10","1","0","11","4","1","82"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000935","계화초등학교","02","공립","N","","1","0","0","0","2","3","0","0","1","0","0","2","0","0","0","0","0","0","1","2","6"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000937","곰소초등학교","02","공립","N","","0","0","7","0","0","6","0","0","5","0","1","10","0","0","11","0","0","8","0","1","47"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000941","동북초등학교","02","공립","N","","0","0","1","1","0","2","0","0","0","0","0","1","0","0","3","0","0","1","1","0","8"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000944","동진초등학교","02","공립","N","","0","0","4","1","0","3","0","0","3","1","0","6","1","0","6","1","0","6","4","0","28"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000946","백련초등학교","02","공립","N","","0","0","2","0","1","1","0","0","4","0","0","0","0","0","2","0","0","3","0","1","12"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000947","백룡초등학교","02","공립","N","","0","0","3","1","1","2","1","1","4","0","0","1","0","1","2","0","1","4","2","4","16"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000948","백산초등학교","02","공립","N","","0","2","7","0","0","8","0","0","8","1","0","11","0","0","6","0","1","6","1","3","46"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000949","변산초등학교","02","공립","N","","1","1","7","1","1","10","0","0","3","0","0","18","0","2","9","0","0","12","2","4","59"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000952","부안남초등학교","02","공립","N","","0","0","10","0","1","9","0","1","3","0","0","18","0","0","14","0","1","7","0","3","61"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000953","부안동초등학교","02","공립","N","","3","0","102","1","11","138","2","3","153","2","2","138","7","4","135","1","2","131","16","22","797"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000954","부안초등학교","02","공립","N","","0","1","45","5","0","47","3","2","61","1","2","43","2","0","66","1","3","64","12","8","326"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000955","상서초등학교","02","공립","N","","0","0","4","0","0","3","0","2","3","0","0","3","0","1","2","1","0","1","1","3","16"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000956","영전초등학교","02","공립","N","","0","0","3","0","0","1","0","0","1","0","0","5","0","0","8","0","0","5","0","0","23"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000957","우덕초등학교","02","공립","N","","0","1","7","0","1","3","0","0","3","0","0","5","0","1","5","1","0","6","1","3","29"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000959","위도초등학교","02","공립","N","","0","0","1","0","0","5","0","0","3","0","1","1","0","0","4","0","0","1","0","1","15"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000964","주산초등학교","02","공립","N","","0","0","1","0","0","2","1","0","1","0","1","7","0","0","3","0","0","3","1","1","17"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000966","줄포초등학교","02","공립","N","","1","0","15","1","1","6","0","1","8","3","0","7","0","1","11","0","0","10","5","3","57"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000967","창북초등학교","02","공립","N","","0","0","7","3","0","10","1","0","4","0","0","11","1","0","6","0","1","10","5","1","48"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000968","하서초등학교","02","공립","N","","0","0","7","0","0","5","0","0","9","0","0","5","0","0","7","1","0","5","1","0","38"
"전라북도교육청","전라북도부안교육지원청","전라북도 부안군","S130000969","행안초등학교","02","공립","N","","0","0","20","7","1","15","5","0","15","1","0","9","0","2","11","2","0","13","15","3","83"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001009","구림초등학교","02","공립","N","","0","0","4","0","0","4","0","1","3","0","0","6","0","0","5","0","0","5","0","1","27"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001010","금과초등학교","02","공립","N","","1","0","0","0","0","1","0","0","2","0","0","2","0","0","5","0","0","4","1","0","14"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001013","동계초등학교","02","공립","N","","0","0","4","0","0","7","0","1","7","0","0","7","1","1","9","1","0","9","2","2","43"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001014","동산초등학교","02","공립","N","","0","0","5","0","0","5","0","0","6","0","1","5","0","0","7","0","0","5","0","1","33"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001015","복흥초등학교","02","공립","N","","0","0","5","0","0","4","0","0","6","0","0","5","0","0","13","0","0","6","0","0","39"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001017","순창중앙초등학교","02","공립","N","","1","2","41","2","4","35","2","2","44","4","3","46","3","1","62","3","0","49","15","12","277"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001018","순창초등학교","02","공립","N","","3","2","38","0","1","36","1","3","58","2","2","51","2","1","60","0","2","60","8","11","303"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001019","시산초등학교","02","공립","N","","0","1","4","0","0","5","0","1","5","1","1","6","0","0","7","0","0","5","1","3","32"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001020","쌍치초등학교","02","공립","N","","1","1","4","0","0","0","1","2","6","1","2","7","0","0","2","0","0","6","3","5","25"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001022","옥천초등학교","02","공립","N","","0","0","8","0","0","10","2","0","4","0","0","8","2","0","11","0","1","14","4","1","55"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001024","유등초등학교","02","공립","N","","1","0","5","1","0","3","0","0","2","0","0","5","1","1","4","0","0","4","3","1","23"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001025","인계초등학교","02","공립","N","","0","0","5","0","0","8","0","0","1","0","1","3","0","1","3","0","0","2","0","2","22"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001026","적성초등학교","02","공립","N","","0","0","1","0","0","2","0","0","0","0","0","3","0","0","3","0","0","2","0","0","11"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001027","팔덕초등학교","02","공립","N","","0","0","2","0","0","4","0","0","6","0","0","8","0","0","6","0","0","6","0","0","32"
"전라북도교육청","전라북도순창교육지원청","전라북도 순창군","S130001028","풍산초등학교","02","공립","N","","0","0","4","0","0","5","0","0","2","0","0","5","0","0","7","0","0","7","0","0","30"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001058","가천초등학교","02","공립","N","","2","1","7","0","0","2","3","1","6","1","0","3","1","1","5","0","0","3","7","3","26"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001059","간중초등학교","02","공립","N","","0","0","8","1","0","4","0","1","11","1","1","8","2","0","7","1","0","13","5","2","51"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001061","삼우초등학교","02","공립","N","","0","0","16","1","0","11","0","0","15","1","1","14","0","0","10","0","0","23","2","1","89"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001062","고산초등학교","02","공립","N","","1","0","21","3","1","17","2","1","23","3","1","23","4","1","17","0","0","13","13","4","114"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001064","구이초등학교","02","공립","N","","2","0","8","1","1","14","0","0","9","2","1","15","0","0","10","0","0","12","5","2","68"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001065","남관초등학교","02","공립","N","","0","0","4","0","0","3","1","1","6","0","0","5","1","1","3","1","1","3","3","3","24"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001066","대덕초등학교","02","공립","N","","0","1","13","3","2","14","3","2","15","2","1","11","0","1","15","0","2","12","8","9","80"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001067","동상초등학교","02","공립","N","","0","0","0","0","1","2","0","0","2","0","0","4","0","3","10","0","0","4","0","4","22"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001068","동양초등학교","02","공립","N","","0","0","2","0","2","9","0","1","3","0","1","8","0","0","12","0","0","5","0","4","39"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001069","봉동초등학교","02","공립","N","","3","7","87","8","6","77","3","6","98","6","6","110","4","1","118","0","3","112","24","29","602"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001070","봉동초등학교양화분교장","02","공립","N","","0","0","8","0","1","7","0","0","6","0","0","6","0","0","6","0","0","4","0","1","37"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001071","봉서초등학교","02","공립","N","","12","4","134","9","4","155","7","12","169","8","16","179","6","10","199","5","4","176","47","50","1012"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001072","봉성초등학교","02","공립","N","","0","0","11","0","1","17","1","1","19","0","3","22","0","0","13","0","0","5","1","5","87"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001073","비봉초등학교","02","공립","N","","0","5","14","1","3","23","0","0","17","0","4","18","0","3","22","0","0","14","1","15","108"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001075","삼례동초등학교","02","공립","N","","0","0","9","0","0","6","1","0","9","0","0","11","1","0","7","0","0","10","2","0","52"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001076","삼례중앙초등학교","02","공립","N","","0","0","30","0","0","31","1","1","39","0","0","41","0","0","49","0","0","50","1","1","240"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001077","삼례초등학교","02","공립","N","","0","2","45","0","3","36","0","3","62","2","2","45","3","1","51","1","3","54","6","14","293"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001078","상관초등학교","02","공립","N","","1","1","24","2","1","37","3","2","37","2","3","28","1","0","36","2","1","33","11","8","195"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001079","소양서초등학교","02","공립","N","","0","1","16","0","0","15","2","1","12","0","0","8","1","0","8","1","0","7","4","2","66"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001080","소양초등학교","02","공립","N","","0","2","10","0","0","11","0","0","8","1","0","12","0","0","9","0","0","10","1","2","60"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001081","송광초등학교","02","공립","N","","2","0","3","0","0","4","0","0","6","0","1","6","1","0","5","1","0","6","4","1","30"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001082","용봉초등학교","02","공립","N","","1","2","18","0","2","21","0","2","19","0","1","21","0","2","23","0","1","13","1","10","115"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001083","용진초등학교","02","공립","N","","1","0","11","1","1","9","0","1","20","1","0","5","0","1","2","0","0","11","3","3","58"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001084","운주초등학교","02","공립","N","","0","1","4","0","0","4","0","0","8","0","0","3","4","3","6","1","2","6","5","6","31"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001086","이서초등학교","02","공립","N","","1","1","77","3","14","69","4","3","63","4","5","93","3","2","63","3","2","62","18","27","427"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001087","이성초등학교","02","공립","N","","0","1","8","0","1","8","1","1","10","0","1","5","0","0","8","0","2","9","1","6","48"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001088","청명초등학교","02","공립","N","","0","1","8","0","0","2","0","0","12","1","1","5","0","0","5","0","0","3","1","2","35"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001089","청완초등학교","02","공립","N","","7","4","63","5","10","74","7","3","74","3","3","65","3","6","62","0","1","41","25","27","379"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001090","태봉초등학교","02","공립","N","","0","1","4","0","0","9","1","1","5","0","0","4","0","0","5","1","0","8","2","2","35"
"전라북도교육청","전라북도완주교육지원청","전라북도 완주군","S130001091","화산초등학교","02","공립","N","","0","0","1","3","0","7","0","0","13","0","0","9","1","2","15","5","0","28","9","2","73"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001151","금마초등학교","02","공립","N","","3","0","34","0","0","24","3","0","25","0","2","29","4","0","27","0","1","29","10","3","168"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001153","낭산초등학교","02","공립","N","","0","0","4","0","1","5","0","0","9","0","0","0","0","0","3","0","0","2","0","1","23"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001154","다송초등학교","02","공립","N","","0","0","5","0","0","5","0","2","6","0","0","4","0","0","5","0","0","2","0","2","27"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001155","망성초등학교","02","공립","N","","0","1","6","1","3","7","0","0","4","1","4","12","1","1","3","0","0","3","3","9","35"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001156","미륵초등학교","02","공립","N","","0","0","3","0","0","4","1","1","7","0","0","7","0","0","8","0","0","1","1","1","30"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001157","삼기초등학교","02","공립","N","","0","0","2","0","1","4","1","0","4","0","0","2","1","0","9","0","0","2","2","1","23"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001158","석불초등학교","02","공립","N","","1","0","2","0","1","1","0","0","2","0","0","4","0","1","3","0","0","3","1","2","15"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001160","성당초등학교","02","공립","N","","0","0","1","1","0","2","4","0","3","2","1","8","0","1","11","0","4","14","7","6","39"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001162","성북초등학교","02","공립","N","","0","0","5","0","0","8","0","1","5","1","0","4","0","0","7","0","1","6","1","2","35"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001166","여산초등학교","02","공립","N","","3","2","14","2","2","12","4","4","14","3","1","14","2","0","15","1","2","15","15","11","84"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001167","영만초등학교","02","공립","N","","2","3","89","5","2","75","3","3","93","0","2","87","4","4","97","1","2","81","15","16","522"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001168","오산남초등학교","02","공립","N","","0","2","19","0","0","16","0","0","14","0","1","15","0","0","10","0","0","13","0","3","87"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001169","오산초등학교","02","공립","N","","0","0","10","1","2","13","1","4","18","1","1","13","0","3","10","1","0","14","4","10","78"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001170","왕궁남초등학교","02","공립","N","","1","0","3","0","0","2","0","0","3","0","0","3","0","0","0","0","0","7","1","0","18"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001171","왕궁초등학교","02","공립","N","","0","0","6","1","0","6","0","0","6","0","0","7","0","1","7","0","0","5","1","1","37"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001172","왕북초등학교","02","공립","N","","0","1","7","1","2","7","0","2","10","0","3","10","0","2","12","0","0","9","1","10","55"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001173","용남초등학교","02","공립","N","","0","0","2","0","0","7","0","0","2","0","2","6","0","0","2","0","0","4","0","2","23"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001174","용북초등학교","02","공립","N","","0","1","2","1","0","1","0","0","3","0","2","5","0","0","4","0","0","0","1","3","15"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001175","용산초등학교","02","공립","N","","2","0","14","3","1","7","4","1","9","4","0","7","2","0","9","0","0","2","15","2","48"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001176","용성초등학교","02","공립","N","","0","0","2","0","0","1","0","0","4","0","0","2","0","1","2","0","1","1","0","2","12"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001177","용안초등학교","02","공립","N","","0","0","2","0","0","6","0","2","6","0","0","8","0","0","3","0","0","8","0","2","33"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001179","웅포초등학교","02","공립","N","","0","1","3","0","0","2","0","0","3","1","0","9","0","1","3","0","0","4","1","2","24"
"전라북도교육청","전라북도익산교육지원청","전라북도 익산시","S130001180","이리계문초등학교","02","공립","N","","0","1","13","0","1","6","1","0","16","1","1","19","2","0","11","1","0","17","5","3","82"
