model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2016,9100,Manual,13425,Petrol,0,65.7,1.0
 Fiesta,2016,8650,Manual,10581,Petrol,0,65.7,1.0
 Fiesta,2019,11495,Manual,13915,Petrol,145,58.9,1.0
 Fiesta,2019,15050,Manual,11559,Petrol,145,58.9,1.0
 Fiesta,2018,11500,Manual,27062,Petrol,145,62.8,1.0
 Kuga,2016,16200,Manual,25753,Diesel,145,54.3,2.0
 Kuga,2017,17498,Manual,22439,Diesel,145,54.3,2.0
 Kuga,2014,10999,Manual,42368,Diesel,200,47.9,2.0
 C-MAX,2018,13999,Manual,1596,Petrol,145,55.4,1.0
 Fiesta,2016,9995,Manual,28021,Petrol,0,65.7,1.0
 Edge,2017,20498,Manual,17399,Diesel,145,48.7,2.0
 Fiesta,2014,6491,Manual,36677,Petrol,30,54.3,1.2
 Focus,2019,17900,Manual,5051,Petrol,145,60.1,1.0
 Kuga,2019,19500,Manual,19026,Diesel,145,47.9,2.0
 Fiesta,2015,7960,Manual,17164,Petrol,0,65.7,1.0
 EcoSport,2017,9490,Manual,41954,Diesel,145,64.2,1.5
 Fiesta,2018,9999,Manual,35259,Petrol,145,65.7,1.0
 Fiesta,2017,10291,Manual,27107,Petrol,145,65.7,1.0
 Fiesta,2018,9989,Manual,25379,Petrol,145,65.7,1.0
 B-MAX,2013,5795,Manual,44190,Petrol,30,55.4,1.0
 Kuga,2019,22620,Automatic,11981,Diesel,145,38.7,2.0
 Focus,2017,10483,Manual,25000,Diesel,150,74.3,1.5
 Ka+,2016,7995,Manual,13057,Petrol,30,57.7,1.2
 Kuga,2018,16700,Manual,10261,Diesel,145,54.3,1.5
 Fiesta,2019,13000,Semi-Auto,7005,Petrol,145,48.7,1.0
 Kuga,2019,25799,Semi-Auto,3295,Diesel,145,38.7,2.0
 Fiesta,2015,7390,Manual,36236,Petrol,0,65.7,1.0
 Fiesta,2015,7610,Manual,41758,Diesel,0,88.3,1.5
 Fiesta,2016,8491,Manual,16494,Petrol,125,54.3,1.2
 Fiesta,2019,13950,Manual,10497,Petrol,145,55.4,1.0
 Focus,2017,13249,Automatic,8727,Petrol,125,51.4,1.0
 Galaxy,2013,11750,Manual,54922,Diesel,260,41.5,2.2
 KA,2018,8444,Manual,17000,Petrol,145,57.7,0.0
 Ka+,2017,8250,Manual,8778,Petrol,150,57.7,1.2
 B-MAX,2015,7498,Manual,17151,Petrol,145,47.1,1.4
 Ka+,2018,9790,Manual,12272,Petrol,145,47.9,1.2
 Focus,2017,10200,Manual,29805,Petrol,150,60.1,1.0
 Mondeo,2017,13500,Manual,33841,Diesel,30,64.2,2.0
 Kuga,2019,17500,Manual,14154,Diesel,145,38.2,2.0
 Fiesta,2016,8700,Manual,15000,Petrol,0,65.7,1.0
 EcoSport,2019,15240,Manual,8601,Petrol,145,53.3,1.0
 Fiesta,2016,9839,Manual,11717,Petrol,20,62.8,1.0
 Fiesta,2016,7560,Manual,24610,Petrol,0,65.7,1.0
 Focus,2016,14695,Manual,33896,Diesel,20,67.3,2.0
 Focus,2018,14739,Manual,13986,Petrol,145,58.9,1.0
 EcoSport,2018,14799,Manual,18772,Petrol,145,54.3,1.0
 Fiesta,2019,14600,Manual,11337,Petrol,145,58.9,1.0
 Kuga,2019,20479,Manual,4953,Petrol,145,35.3,1.5
 Fiesta,2019,15630,Manual,5275,Petrol,145,55.4,1.0
 Kuga,2017,14999,Manual,28000,Diesel,145,64.2,1.5
 Kuga,2016,9681,Manual,81332,Diesel,125,60.1,2.0
 Kuga,2015,9298,Manual,61787,Diesel,125,60.1,2.0
 B-MAX,2017,9989,Manual,27590,Petrol,30,56.5,1.0
 Mustang,2020,42489,Automatic,3500,Petrol,145,22.1,5.0
 Focus,2018,14790,Manual,15750,Petrol,145,58.9,1.0
 Fiesta,2018,17250,Manual,6720,Petrol,150,40.3,1.5
 Fiesta,2017,7995,Manual,20829,Petrol,150,54.3,1.2
 Focus,2017,12995,Manual,12595,Petrol,20,60.1,1.0
 Fiesta,2017,9250,Manual,21299,Petrol,145,65.7,1.0
 Focus,2018,15500,Manual,17210,Petrol,145,60.1,1.0
 Fiesta,2016,8124,Manual,35869,Petrol,0,65.7,1.0
 Fiesta,2018,10370,Manual,21572,Petrol,145,56.5,1.0
 Focus,2019,17499,Manual,1986,Diesel,145,62.8,2.0
 Fiesta,2018,10995,Manual,4657,Petrol,145,55.4,1.1
 Ka+,2018,8888,Manual,25000,Petrol,145,47.9,1.2
 Fiesta,2019,13790,Manual,4571,Petrol,145,58.9,1.0
 Focus,2019,16000,Manual,9209,Petrol,145,49.6,1.0
 Focus,2018,18250,Manual,17227,Petrol,145,41.5,2.0
 Focus,2018,17995,Manual,21443,Petrol,145,41.5,2.0
 Kuga,2017,14300,Manual,24579,Diesel,125,60.1,2.0
 Mondeo,2017,10895,Manual,37159,Diesel,20,68.9,2.0
 Fiesta,2018,10990,Manual,19242,Petrol,145,65.7,1.0
 Fiesta,2019,16299,Semi-Auto,7646,Petrol,145,48.7,1.0
 Focus,2019,17999,Automatic,3016,Diesel,145,64.2,2.0
 EcoSport,2019,15984,Manual,4000,Petrol,145,51.4,1.0
 EcoSport,2017,10000,Manual,17331,Petrol,145,44.8,1.5
 Fiesta,2018,10600,Manual,21300,Petrol,145,56.5,1.0
 EcoSport,2018,13790,Manual,4979,Petrol,145,54.3,1.0
 Fiesta,2019,11798,Manual,12286,Petrol,145,58.9,1.0
 B-MAX,2016,7895,Manual,41818,Petrol,30,57.7,1.0
 Fiesta,2016,9800,Manual,24889,Diesel,0,78.5,1.5
 Focus,2017,12000,Manual,28672,Petrol,20,60.1,1.0
 Focus,2018,18500,Manual,14502,Diesel,145,67.3,2.0
 Focus,2017,11699,Manual,13211,Petrol,145,57.7,1.0
 Fiesta,2018,10498,Manual,8050,Petrol,150,55.4,1.1
 Focus,2018,13495,Manual,12951,Petrol,150,57.7,1.0
 Focus,2016,9191,Manual,27763,Petrol,20,60.1,1.0
 Fiesta,2019,11498,Manual,9923,Petrol,145,58.9,1.0
 Mondeo,2018,19500,Automatic,11171,Petrol,150,38.2,2.0
 Focus,2012,9799,Manual,54750,Petrol,235,39.2,2.0
 Fiesta,2017,9000,Manual,38551,Diesel,145,78.5,1.5
 Focus,2017,12500,Automatic,17560,Petrol,145,51.4,1.0
 Focus,2018,16000,Manual,12702,Petrol,145,58.9,1.0
 Fiesta,2016,9000,Manual,12944,Petrol,125,54.3,1.2
 Fiesta,2017,9390,Manual,25710,Petrol,20,62.8,1.0
 Fiesta,2017,8995,Manual,6306,Petrol,145,64.2,1.1
 Fiesta,2018,13390,Manual,8000,Petrol,150,62.8,1.0
 Fiesta,2017,9157,Manual,14330,Petrol,0,65.7,1.0
 Fiesta,2018,9523,Manual,20827,Petrol,145,64.2,1.1
 Kuga,2018,16498,Manual,15645,Diesel,145,64.2,1.5
 Kuga,2017,15290,Manual,36609,Diesel,125,60.1,2.0
 Fiesta,2017,8020,Manual,44617,Petrol,0,65.7,1.0
 Fiesta,2018,13991,Manual,13456,Petrol,145,62.8,1.0
 EcoSport,2017,9000,Manual,25744,Petrol,150,44.8,1.5
 Galaxy,2017,18999,Manual,37881,Diesel,125,56.5,2.0
 Fiesta,2016,8998,Manual,12118,Petrol,125,54.3,1.2
 Fiesta,2019,13140,Manual,2870,Petrol,145,48.7,1.1
 Fiesta,2017,8991,Manual,23225,Diesel,145,88.3,1.5
 Mondeo,2017,10590,Manual,56663,Diesel,30,65.7,2.0
 S-MAX,2017,17400,Manual,13406,Diesel,145,56.5,2.0
 Fiesta,2011,5150,Manual,67120,Petrol,150,48.7,1.6
 Focus,2017,17298,Manual,16346,Petrol,145,41.5,2.0
 Focus,2019,27995,Manual,7725,Petrol,145,34.5,2.3
 Fiesta,2017,7890,Manual,39876,Petrol,0,65.7,1.0
 Fiesta,2019,18500,Manual,3240,Petrol,145,40.3,1.5
 Focus,2019,18498,Automatic,6096,Diesel,145,64.2,2.0
 Fiesta,2018,9250,Manual,8248,Petrol,145,64.2,1.1
 Focus,2017,13850,Manual,40500,Diesel,20,67.3,2.0
 Fiesta,2017,11740,Semi-Auto,20109,Petrol,145,54.3,1.0
 Focus,2019,15700,Manual,5387,Petrol,145,60.1,1.0
 Focus,2013,7000,Manual,47781,Petrol,30,56.5,1.0
 Kuga,2014,9750,Manual,48509,Diesel,205,47.9,2.0
 Focus,2017,10200,Manual,31586,Diesel,145,74.3,1.5
 Focus,2018,10295,Manual,22711,Petrol,145,61.4,1.0
 Edge,2016,20595,Semi-Auto,28860,Diesel,200,47.9,2.0
 EcoSport,2016,9495,Manual,40000,Diesel,30,64.2,1.5
 EcoSport,2015,7999,Manual,36384,Petrol,125,53.3,1.0
 Kuga,2017,13750,Manual,26452,Diesel,30,64.2,1.5
 Focus,2018,13600,Manual,13144,Petrol,145,58.9,1.0
 C-MAX,2017,10800,Manual,28602,Diesel,20,68.9,1.5
 S-MAX,2016,15298,Manual,40106,Diesel,125,56.5,2.0
 Edge,2018,25500,Automatic,20318,Diesel,145,47.9,2.0
 EcoSport,2017,11170,Semi-Auto,16762,Petrol,165,44.8,1.5
 EcoSport,2018,13795,Manual,17722,Diesel,145,68.9,1.5
 Focus,2018,12250,Manual,16706,Petrol,145,60.1,1.0
 Ka+,2019,9400,Manual,8378,Petrol,145,47.9,1.2
 Kuga,2016,15000,Manual,34248,Diesel,145,54.3,2.0
 Kuga,2017,17825,Manual,13000,Diesel,145,54.3,2.0
 C-MAX,2016,10000,Automatic,23121,Diesel,20,64.2,1.5
 Fiesta,2018,9698,Manual,14961,Petrol,145,55.4,1.1
 Fiesta,2016,9295,Manual,16671,Diesel,0,78.5,1.5
 Kuga,2018,17000,Manual,15513,Petrol,145,45.6,1.5
 Puma,2020,22999,Manual,1977,Petrol,150,49.6,1.0
 Fiesta,2018,15890,Manual,7974,Petrol,150,40.3,1.5
 Fiesta,2016,7791,Manual,26985,Petrol,125,54.3,1.2
 Focus,2018,11999,Manual,20186,Petrol,145,57.7,1.0
 Fiesta,2017,10499,Manual,18077,Petrol,145,62.8,1.0
 Focus,2017,10498,Manual,33324,Diesel,145,74.3,1.5
 Kuga,2017,16750,Semi-Auto,20878,Diesel,145,54.3,2.0
 Fiesta,2018,13994,Manual,12317,Petrol,145,57.7,1.0
 Fiesta,2018,11200,Manual,11550,Petrol,150,65.7,1.0
 Kuga,2017,14500,Manual,38535,Diesel,145,54.3,2.0
 Fiesta,2018,9498,Manual,15012,Petrol,150,65.7,1.0
 Mondeo,2016,10590,Automatic,50438,Diesel,125,58.9,2.0
 Focus,2016,9990,Manual,59407,Petrol,20,58.9,1.0
 Kuga,2016,15000,Manual,18570,Diesel,125,60.1,2.0
 Galaxy,2018,17900,Manual,19033,Diesel,145,56.5,2.0
 Kuga,2017,13500,Manual,26712,Diesel,145,64.2,1.5
 Kuga,2016,14795,Manual,6003,Diesel,125,60.1,2.0
 EcoSport,2018,14995,Manual,9900,Diesel,145,58.9,1.5
 Fiesta,2014,7499,Manual,17551,Petrol,0,65.7,1.0
 Fiesta,2018,11500,Manual,31520,Petrol,145,65.7,1.0
 Fiesta,2017,8998,Manual,17164,Petrol,0,65.7,1.0
 EcoSport,2017,10798,Manual,9361,Petrol,125,53.3,1.0
 Focus,2018,11982,Manual,6633,Petrol,145,57.7,1.0
 Kuga,2019,20499,Manual,1987,Petrol,145,35.3,1.5
 Ka+,2018,6724,Manual,23800,Petrol,145,57.7,1.2
 S-MAX,2016,15791,Manual,42148,Diesel,125,56.5,2.0
 Fiesta,2017,11500,Manual,25787,Petrol,145,47.9,1.6
 Kuga,2018,18399,Manual,3326,Diesel,145,47.9,2.0
 Fiesta,2019,11495,Manual,9284,Petrol,150,55.4,1.1
 Fiesta,2019,17500,Manual,10460,Petrol,145,40.3,1.5
 Focus,2017,8950,Manual,46994,Petrol,20,61.4,1.0
 C-MAX,2016,11299,Automatic,10360,Diesel,20,64.2,1.5
 Focus,2019,14390,Manual,10889,Petrol,145,58.9,1.0
 Fiesta,2012,4500,Manual,74731,Petrol,150,48.7,1.4
 Fiesta,2015,6498,Manual,39167,Petrol,0,65.7,1.0
 Grand C-MAX,2016,10249,Automatic,24087,Diesel,30,58.9,1.5
 Focus,2015,7650,Manual,51205,Diesel,20,67.3,1.6
 Focus,2019,19999,Automatic,3056,Petrol,145,39.8,1.5
 Focus,2019,14995,Manual,6623,Petrol,145,60.1,1.0
 Focus,2015,9300,Manual,20770,Diesel,0,74.3,1.5
 Kuga,2016,12999,Manual,12825,Diesel,125,60.1,2.0
 Mondeo,2017,7195,Manual,117390,Diesel,20,67.3,2.0
 Fiesta,2018,12810,Manual,33144,Petrol,145,62.8,1.0
 Kuga,2018,22500,Automatic,717,Petrol,145,31.0,1.5
 Focus,2017,12698,Semi-Auto,5715,Petrol,125,51.4,1.0
 Focus,2018,18795,Manual,12589,Petrol,145,41.5,2.0
 Ka+,2019,10700,Manual,1798,Petrol,145,43.5,1.2
 Fiesta,2018,9997,Manual,25318,Petrol,145,65.7,1.0
 Focus,2017,10700,Manual,31386,Petrol,150,60.1,1.0
 Ka+,2018,8888,Manual,25000,Petrol,145,47.9,1.2
 Focus,2016,14999,Manual,32990,Diesel,20,67.3,2.0
 EcoSport,2017,8998,Manual,20648,Petrol,160,44.8,1.5
 Fiesta,2018,10300,Manual,39884,Petrol,145,65.7,1.0
 Fiesta,2017,8998,Manual,24625,Petrol,0,65.7,1.0
 Edge,2017,19495,Semi-Auto,48791,Diesel,150,47.9,2.0
 Focus,2016,8997,Manual,44139,Diesel,0,74.3,1.5
 Focus,2019,16000,Manual,6220,Petrol,145,58.9,1.0
 Focus,2019,26698,Manual,3498,Diesel,145,50.4,2.0
 Fiesta,2013,6495,Manual,41000,Petrol,0,65.7,1.0
 Fiesta,2017,8500,Manual,26360,Diesel,0,88.3,1.5
 Mondeo,2020,26290,Automatic,7,Hybrid,135,47.1,2.0
 Fiesta,2016,9790,Manual,22892,Petrol,0,65.7,1.0
 Fiesta,2019,18195,Semi-Auto,8732,Petrol,145,48.7,1.0
 Fiesta,2016,9995,Semi-Auto,11000,Petrol,145,47.9,1.6
 Focus,2019,19236,Automatic,4896,Diesel,145,54.3,1.5
 Focus,2018,11500,Manual,10051,Petrol,145,60.1,1.0
 Focus,2019,15510,Manual,7453,Petrol,145,60.1,1.0
 Kuga,2017,15995,Manual,23237,Diesel,125,60.1,2.0
 Ka+,2017,7495,Manual,23065,Petrol,145,57.7,1.2
 Kuga,2018,15750,Manual,6924,Diesel,145,54.3,1.5
 Focus,2014,7795,Manual,55202,Diesel,125,56.5,2.0
 Ka+,2018,9400,Manual,4763,Petrol,145,57.7,1.2
 Focus,2019,13990,Manual,15178,Petrol,145,60.1,1.0
 Fiesta,2018,10991,Manual,20390,Petrol,145,56.5,1.0
 Fiesta,2016,8990,Manual,36293,Petrol,20,62.8,1.0
 Focus,2016,10495,Semi-Auto,55400,Diesel,30,64.2,2.0
 Kuga,2017,15495,Manual,14565,Diesel,150,64.2,1.5
 Fiesta,2018,12139,Manual,11064,Petrol,145,62.8,1.0
 Kuga,2017,14298,Manual,20442,Diesel,150,64.2,1.5
 Fiesta,2016,10490,Manual,21832,Petrol,20,62.8,1.0
 EcoSport,2019,17800,Automatic,1080,Petrol,145,44.1,1.0
 Galaxy,2017,17750,Manual,38609,Diesel,125,56.5,2.0
 Kuga,2016,12091,Manual,63741,Diesel,125,60.1,2.0
 Fiesta,2018,10298,Manual,10578,Petrol,150,55.4,1.1
 Kuga,2017,17298,Automatic,8245,Petrol,235,38.2,1.5
 Fiesta,2017,9500,Manual,25539,Petrol,145,65.7,1.0
 Ka+,2018,8998,Manual,1615,Petrol,145,57.7,1.2
 Fiesta,2017,8699,Manual,8711,Petrol,145,65.7,1.0
 Fiesta,2018,12500,Manual,4507,Petrol,145,65.7,1.0
 Focus,2018,11691,Manual,13159,Petrol,145,61.4,1.0
 Fiesta,2018,9500,Manual,28521,Petrol,145,64.2,1.1
 Fiesta,2019,15995,Manual,15,Petrol,145,58.9,1.0
 Fiesta,2018,13321,Manual,8701,Petrol,145,62.8,1.0
 Kuga,2017,12320,Manual,28866,Diesel,145,54.3,2.0
 C-MAX,2016,8330,Manual,37172,Diesel,20,68.9,1.5
 Focus,2017,9995,Manual,14716,Petrol,145,61.4,1.0
 Fiesta,2014,7869,Manual,55186,Petrol,145,47.9,1.6
 Focus,2013,6143,Manual,40428,Petrol,20,58.9,1.0
 Fiesta,2017,8700,Manual,21218,Petrol,150,54.3,1.2
 EcoSport,2019,15990,Manual,2339,Petrol,145,53.3,1.0
 Fiesta,2019,14500,Manual,38,Petrol,145,58.9,1.0
 Kuga,2013,9486,Manual,40700,Diesel,150,53.3,2.0
 EcoSport,2017,10299,Manual,30963,Petrol,125,52.3,1.0
 Focus,2015,6995,Manual,62903,Diesel,0,74.3,1.5
 Fiesta,2015,7830,Manual,37109,Petrol,0,65.7,1.0
 Fiesta,2013,6295,Manual,46797,Diesel,0,85.6,1.6
 Mondeo,2015,8990,Automatic,82000,Diesel,125,58.9,2.0
 Focus,2015,13583,Manual,21718,Diesel,20,67.3,2.0
 Focus,2014,5777,Manual,77000,Diesel,20,67.3,1.6
 C-MAX,2016,9160,Manual,36303,Petrol,30,55.4,1.0
 Focus,2019,16920,Manual,4596,Diesel,145,61.4,1.5
 Kuga,2019,25499,Automatic,1274,Diesel,145,38.7,2.0
 Edge,2019,32500,Semi-Auto,1521,Diesel,145,37.2,2.0
 Focus,2014,14800,Manual,35712,Petrol,235,39.2,2.0
 S-MAX,2016,12795,Manual,50691,Diesel,125,56.5,2.0
 Fiesta,2018,9689,Manual,11000,Petrol,145,55.4,1.1
 Fiesta,2013,4998,Manual,48489,Petrol,0,65.7,1.0
 EcoSport,2019,15995,Manual,5000,Petrol,145,53.3,1.0
 Edge,2016,17995,Manual,52000,Diesel,200,47.9,2.0
 Fiesta,2019,12799,Manual,2128,Petrol,145,48.7,1.1
 S-MAX,2016,16000,Manual,29509,Diesel,125,56.5,2.0
 Kuga,2018,14800,Manual,26450,Diesel,145,60.1,2.0
 Fiesta,2017,9491,Manual,8173,Petrol,0,65.7,1.0
 EcoSport,2017,8998,Manual,36501,Diesel,30,64.2,1.5
 KA,2012,3491,Manual,85843,Petrol,30,57.7,1.2
 Kuga,2015,9498,Manual,45309,Diesel,125,60.1,2.0
 B-MAX,2015,8495,Manual,41204,Petrol,30,57.7,1.0
 C-MAX,2016,9300,Manual,40507,Diesel,20,68.9,1.5
 Fiesta,2015,6195,Manual,75720,Petrol,20,62.8,1.0
 Fiesta,2016,6991,Manual,29775,Petrol,125,54.3,1.2
 Mondeo,2017,13500,Manual,31499,Diesel,145,68.9,2.0
 Fiesta,2014,9195,Manual,18980,Petrol,0,65.7,1.0
 Tourneo Connect,2016,13000,Automatic,11297,Diesel,125,56.6,1.5
 Fiesta,2015,6499,Manual,37000,Petrol,0,65.7,1.0
 Fiesta,2014,4995,Manual,82809,Diesel,0,76.4,1.5
 Fiesta,2016,10890,Manual,24954,Petrol,145,47.9,1.6
 Grand Tourneo Connect,2016,13000,Automatic,29000,Diesel,125,56.6,1.5
 Kuga,2016,12699,Manual,26350,Diesel,145,54.3,2.0
 Ka+,2017,6977,Manual,33440,Petrol,145,57.7,1.2
 Fiesta,2015,7695,Manual,29000,Diesel,0,78.5,1.6
 Focus,2018,18500,Manual,12135,Diesel,145,67.3,2.0
 Kuga,2019,18450,Manual,3781,Petrol,145,39.2,1.5
 Fiesta,2013,6570,Manual,33026,Petrol,30,54.3,1.2
 Fiesta,2015,7691,Manual,28367,Petrol,0,65.7,1.0
 Fiesta,2019,15190,Manual,1678,Petrol,145,60.1,1.0
 Fiesta,2017,10591,Semi-Auto,6217,Petrol,145,47.9,1.6
 B-MAX,2017,8580,Manual,26123,Petrol,145,55.4,1.0
 Focus,2016,10498,Manual,25458,Diesel,0,74.3,1.5
 Fiesta,2018,9791,Manual,8600,Petrol,145,64.2,1.1
 Fiesta,2019,11499,Manual,9708,Petrol,145,58.9,1.0
 Focus,2018,16495,Manual,34207,Diesel,150,54.3,2.0
 Fiesta,2018,11199,Manual,16035,Petrol,145,65.7,1.0
 Focus,2019,18500,Automatic,7892,Petrol,150,51.4,1.0
 Focus,2018,18891,Manual,12000,Petrol,145,41.5,2.0
 C-MAX,2016,7480,Manual,51838,Diesel,20,68.9,1.5
 Focus,2017,12799,Semi-Auto,13768,Petrol,145,51.4,1.0
 Kuga,2018,16499,Manual,6687,Diesel,145,54.3,1.5
 Fiesta,2018,12495,Manual,13097,Petrol,145,56.5,1.0
 S-MAX,2014,12000,Manual,63694,Diesel,145,54.3,1.6
 Fiesta,2018,14000,Manual,8050,Petrol,145,57.7,1.0
 Focus,2017,10789,Manual,21847,Petrol,145,60.1,1.0
 Focus,2016,14500,Manual,35000,Petrol,205,41.5,2.0
 Fiesta,2018,11997,Manual,21092,Diesel,145,58.9,1.5
 Grand C-MAX,2016,10499,Automatic,34045,Diesel,125,56.5,2.0
 Fiesta,2018,12500,Manual,13000,Petrol,145,65.7,1.0
 Kuga,2017,16500,Manual,13732,Petrol,150,45.6,1.5
 Fiesta,2014,6500,Manual,45600,Diesel,0,76.4,1.5
 Kuga,2018,18890,Manual,18670,Petrol,145,39.2,1.5
 Focus,2017,10000,Manual,24951,Diesel,150,74.3,1.5
 S-MAX,2014,9990,Manual,19391,Diesel,145,54.3,1.6
 Ka+,2018,8491,Manual,3482,Petrol,145,57.7,1.2
 Kuga,2017,15498,Manual,23763,Diesel,145,54.3,2.0
 Focus,2013,6750,Manual,70000,Diesel,125,56.5,2.0
 Focus,2017,12599,Manual,4559,Petrol,145,61.4,1.0
 Kuga,2016,15220,Manual,22607,Diesel,145,54.3,2.0
 Kuga,2011,7499,Manual,56000,Petrol,555,28.5,2.5
 Fiesta,2016,6950,Manual,27098,Petrol,125,54.3,1.2
 Kuga,2017,15980,Semi-Auto,16414,Diesel,150,54.3,2.0
 Fiesta,2016,9995,Manual,22607,Petrol,0,65.7,1.0
 Focus,2017,17298,Manual,10044,Diesel,150,67.3,2.0
 Focus,2017,27000,Manual,3593,Petrol,150,36.7,2.3
 B-MAX,2016,9500,Manual,23288,Diesel,0,74.4,1.5
 Kuga,2017,16500,Manual,23000,Diesel,125,60.1,2.0
 Kuga,2017,17000,Manual,28073,Diesel,145,60.1,2.0
 Kuga,2019,25000,Semi-Auto,4688,Diesel,145,42.2,2.0
 Kuga,2016,14499,Manual,32000,Diesel,125,60.1,2.0
 Focus,2018,16200,Manual,19611,Diesel,145,67.3,2.0
 Kuga,2017,15000,Manual,6591,Diesel,30,64.2,1.5
 C-MAX,2014,9500,Manual,19200,Petrol,30,55.4,1.0
 Fiesta,2018,12250,Manual,11350,Petrol,145,58.9,1.0
 Focus,2009,2400,Manual,92000,Petrol,200,42.2,1.6
 Mondeo,2020,20499,Manual,12,Diesel,145,49.6,2.0
 Fiesta,2016,10995,Automatic,4000,Petrol,145,47.9,1.6
 Fiesta,2016,8900,Manual,13928,Petrol,0,65.7,1.0
 Ka+,2019,11890,Manual,206,Petrol,145,47.9,1.2
 Focus,2016,10991,Manual,3125,Petrol,20,60.1,1.0
 Fiesta,2017,9780,Manual,7238,Petrol,0,65.7,1.0
 Focus,2019,16998,Manual,5568,Petrol,145,60.1,1.0
 Focus,2013,6480,Manual,55952,Petrol,20,58.9,1.0
 Fiesta,2017,12495,Manual,13174,Petrol,150,47.9,1.6
 Fiesta,2014,4991,Manual,31400,Petrol,30,54.3,1.2
 Kuga,2018,15499,Manual,15094,Diesel,145,54.3,1.5
 Fiesta,2017,9800,Manual,18647,Petrol,0,65.7,1.0
 Fiesta,2018,12000,Manual,56,Petrol,145,58.9,1.0
 Focus,2018,13500,Manual,9999,Petrol,145,57.7,1.0
 Fiesta,2016,6298,Manual,69801,Diesel,0,88.3,1.5
 Fiesta,2016,9850,Manual,10998,Petrol,0,65.7,1.0
 Mondeo,2015,6793,Manual,130000,Diesel,30,65.7,2.0
 Ka+,2018,8800,Manual,13220,Petrol,145,57.7,1.2
 Fiesta,2018,10099,Manual,2290,Petrol,145,65.7,1.0
 C-MAX,2017,10995,Manual,36185,Diesel,145,68.9,1.5
 Fiesta,2018,10500,Manual,4450,Petrol,145,64.2,1.1
 Tourneo Custom,2017,19995,Manual,14000,Diesel,200,44.8,2.0
 Focus,2019,19490,Manual,500,Petrol,145,47.9,1.0
 EcoSport,2019,15499,Manual,9982,Petrol,145,52.3,1.0
 Fiesta,2018,12295,Manual,11542,Petrol,145,65.7,1.0
 Fiesta,2016,8399,Manual,8886,Petrol,125,54.3,1.2
 Focus,2018,12000,Manual,12564,Petrol,145,60.1,1.0
 Fiesta,2017,9300,Manual,29885,Petrol,150,65.7,1.0
 C-MAX,2016,9399,Automatic,35724,Diesel,20,64.2,1.5
 Kuga,2019,15541,Manual,13952,Diesel,145,54.3,1.5
 Focus,2016,10250,Automatic,29320,Petrol,125,51.4,1.0
 Fiesta,2019,17000,Manual,4811,Petrol,150,40.3,1.5
 Ka+,2018,8000,Manual,11296,Petrol,145,57.7,1.2
 Kuga,2017,14591,Manual,43239,Diesel,145,54.3,2.0
 Kuga,2017,12200,Manual,54000,Diesel,125,60.1,2.0
 Fiesta,2019,13600,Manual,12767,Petrol,145,58.9,1.0
 Fiesta,2019,13800,Manual,8292,Petrol,145,56.5,1.0
 C-MAX,2017,11500,Manual,12951,Diesel,20,68.9,1.5
 Fiesta,2015,7200,Manual,25370,Petrol,125,54.3,1.2
 Focus,2018,12000,Manual,13696,Petrol,145,60.1,1.0
 Mondeo,2017,12530,Manual,37153,Diesel,30,64.2,2.0
 Focus,2015,13200,Manual,32000,Diesel,20,67.3,2.0
 Focus,2014,8110,Semi-Auto,18234,Petrol,160,44.1,1.6
 Kuga,2016,13490,Automatic,25100,Petrol,235,38.2,1.5
 Focus,2019,15000,Manual,6602,Petrol,145,60.1,1.0
 C-MAX,2014,7000,Manual,33159,Diesel,30,61.4,1.6
 Kuga,2018,14000,Manual,11524,Diesel,150,54.3,1.5
 Focus,2019,16998,Manual,19322,Petrol,150,60.1,1.0
 Fiesta,2019,13120,Manual,5166,Petrol,145,58.9,1.0
 Focus,2017,9995,Manual,39414,Diesel,150,74.3,1.5
 Focus,2017,11700,Manual,39093,Petrol,145,51.4,1.5
 Fiesta,2018,11245,Manual,25622,Petrol,145,65.7,1.0
 Focus,2018,10200,Manual,19450,Petrol,145,60.1,1.0
 Mondeo,2016,9850,Manual,60668,Diesel,0,78.5,1.5
 Focus,2018,11599,Manual,19064,Petrol,145,61.4,1.0
 B-MAX,2013,6995,Semi-Auto,55404,Petrol,160,44.1,1.6
 Kuga,2017,15499,Manual,25942,Diesel,145,54.3,2.0
 Fiesta,2016,8795,Manual,27705,Petrol,0,65.7,1.0
 Focus,2016,9498,Manual,34913,Diesel,0,74.3,1.5
 EcoSport,2018,15997,Semi-Auto,4385,Petrol,145,48.7,1.0
 EcoSport,2017,10361,Manual,20846,Petrol,125,52.3,1.0
 Focus,2020,17490,Manual,1550,Petrol,145,49.6,1.0
 Fiesta,2017,10750,Automatic,11108,Petrol,0,57.7,1.0
 Kuga,2017,17500,Manual,15628,Diesel,145,60.1,2.0
 Fiesta,2017,11299,Manual,8519,Petrol,20,62.8,1.0
 Tourneo Connect,2016,13250,Automatic,36145,Diesel,125,56.6,1.5
 Focus,2016,9699,Manual,42330,Diesel,0,74.3,1.5
 Focus,2018,16690,Manual,19091,Petrol,145,41.5,2.0
 Focus,2019,18495,Manual,7846,Petrol,145,58.9,1.0
 EcoSport,2015,7150,Manual,35901,Petrol,160,44.8,1.5
 Ka+,2019,10795,Manual,4777,Petrol,145,43.5,1.2
